T_thermocontroller T_self C D R X
247.49 -1 +5.37619E-011 +2.73148E-001 +7.52475E+004 -2.75483E+005
247.49 -1 +5.37563E-011 +2.73705E-001 +7.53876E+004 -2.75434E+005
247.49 -1 +5.37750E-011 +2.73612E-001 +7.53394E+004 -2.75351E+005
247.49 -1 +5.37832E-011 +2.73915E-001 +7.53995E+004 -2.75266E+005
247.49 -1 +5.38078E-011 +2.73806E-001 +7.53393E+004 -2.75156E+005
247.49 -1 +5.38363E-011 +2.74306E-001 +7.54177E+004 -2.74940E+005
247.49 -1 +5.38399E-011 +2.74441E-001 +7.54447E+004 -2.74903E+005
247.49 -1 +5.38726E-011 +2.74392E-001 +7.53873E+004 -2.74743E+005
247.49 -1 +5.38767E-011 +2.74784E-001 +7.54740E+004 -2.74667E+005
247.49 -1 +5.38975E-011 +2.74578E-001 +7.53962E+004 -2.74590E+005
247.49 -1 +5.38794E-011 +2.74942E-001 +7.55075E+004 -2.74631E+005
247.49 -1 +5.38748E-011 +2.74670E-001 +7.54498E+004 -2.74692E+005
247.49 -1 +5.38934E-011 +2.74642E-001 +7.54171E+004 -2.74602E+005
247.49 -1 +5.38900E-011 +2.74768E-001 +7.54516E+004 -2.74601E+005
247.49 -1 +5.39041E-011 +2.74871E-001 +7.54561E+004 -2.74515E+005
247.49 -1 +5.39032E-011 +2.75082E-001 +7.55073E+004 -2.74490E+005
247.49 -1 +5.39073E-011 +2.74642E-001 +7.53977E+004 -2.74531E+005
247.49 -1 +5.38960E-011 +2.74860E-001 +7.54648E+004 -2.74558E+005
247.49 -1 +5.38530E-011 +2.74560E-001 +7.54544E+004 -2.74819E+005
247.49 -1 +5.38560E-011 +2.73955E-001 +7.53071E+004 -2.74889E+005
247.49 -1 +5.38461E-011 +2.74372E-001 +7.54196E+004 -2.74881E+005
249.3 -1 +5.38148E-011 +2.73889E-001 +7.53490E+004 -2.75108E+005
249.3 -1 +5.38001E-011 +2.73699E-001 +7.53246E+004 -2.75210E+005
249.3 -1 +5.37641E-011 +2.73497E-001 +7.53272E+004 -2.75423E+005
249.3 -1 +5.38076E-011 +2.73348E-001 +7.52311E+004 -2.75221E+005
249.3 -1 +5.38091E-011 +2.74114E-001 +7.54104E+004 -2.75106E+005
249.3 -1 +5.38254E-011 +2.73767E-001 +7.53054E+004 -2.75072E+005
249.3 -1 +5.38686E-011 +2.74019E-001 +7.53046E+004 -2.74815E+005
249.3 -1 +5.38885E-011 +2.74451E-001 +7.53790E+004 -2.74654E+005
249.3 -1 +5.39346E-011 +2.75007E-001 +7.54456E+004 -2.74341E+005
249.3 -1 +5.39584E-011 +2.75511E-001 +7.55310E+004 -2.74149E+005
249.3 -1 +5.40073E-011 +2.75575E-001 +7.54776E+004 -2.73892E+005
249.3 -1 +5.40453E-011 +2.76480E-001 +7.56372E+004 -2.73572E+005
249.3 -1 +5.40799E-011 +2.76804E-001 +7.56648E+004 -2.73352E+005
249.3 -1 +5.41250E-011 +2.77123E-001 +7.56766E+004 -2.73079E+005
249.3 -1 +5.41523E-011 +2.77379E-001 +7.56982E+004 -2.72905E+005
249.3 -1 +5.42151E-011 +2.77915E-001 +7.57356E+004 -2.72514E+005
249.3 -1 +5.42323E-011 +2.78696E-001 +7.58939E+004 -2.72317E+005
249.3 -1 +5.42804E-011 +2.78811E-001 +7.58532E+004 -2.72060E+005
249.3 -1 +5.43198E-011 +2.79394E-001 +7.59338E+004 -2.71781E+005
249.3 -1 +5.43520E-011 +2.79573E-001 +7.59305E+004 -2.71594E+005
251.11 -1 +5.44239E-011 +2.80230E-001 +7.59824E+004 -2.71143E+005
251.11 -1 +5.44493E-011 +2.80952E-001 +7.61141E+004 -2.70915E+005
251.11 -1 +5.44822E-011 +2.80965E-001 +7.60711E+004 -2.70750E+005
251.11 -1 +5.45343E-011 +2.81486E-001 +7.61187E+004 -2.70418E+005
251.11 -1 +5.45522E-011 +2.81844E-001 +7.61763E+004 -2.70278E+005
251.11 -1 +5.45705E-011 +2.82046E-001 +7.61973E+004 -2.70159E+005
251.11 -1 +5.46311E-011 +2.82131E-001 +7.61322E+004 -2.69847E+005
251.11 -1 +5.46797E-011 +2.82744E-001 +7.62055E+004 -2.69521E+005
251.11 -1 +5.47237E-011 +2.83746E-001 +7.63738E+004 -2.69163E+005
251.11 -1 +5.47813E-011 +2.84186E-001 +7.63941E+004 -2.68818E+005
251.11 -1 +5.48237E-011 +2.85069E-001 +7.65368E+004 -2.68485E+005
251.11 -1 +5.48836E-011 +2.85385E-001 +7.65252E+004 -2.68147E+005
251.11 -1 +5.49441E-011 +2.86150E-001 +7.66149E+004 -2.67743E+005
251.11 -1 +5.49913E-011 +2.86753E-001 +7.66860E+004 -2.67428E+005
251.11 -1 +5.50544E-011 +2.87224E-001 +7.67047E+004 -2.67055E+005
251.11 -1 +5.51104E-011 +2.87922E-001 +7.67843E+004 -2.66685E+005
251.11 -1 +5.51840E-011 +2.88204E-001 +7.67456E+004 -2.66289E+005
251.11 -1 +5.52266E-011 +2.89412E-001 +7.69582E+004 -2.65913E+005
251.11 -1 +5.52724E-011 +2.89535E-001 +7.69222E+004 -2.65675E+005
251.11 -1 +5.53421E-011 +2.89949E-001 +7.69182E+004 -2.65282E+005
251.11 -1 +5.53631E-011 +2.90578E-001 +7.70297E+004 -2.65091E+005
252.63 -1 +5.54114E-011 +2.90683E-001 +7.69861E+004 -2.64846E+005
252.63 -1 +5.54320E-011 +2.91553E-001 +7.71518E+004 -2.64624E+005
252.63 -1 +5.54535E-011 +2.91655E-001 +7.71446E+004 -2.64506E+005
252.63 -1 +5.55163E-011 +2.91977E-001 +7.71291E+004 -2.64161E+005
252.63 -1 +5.55482E-011 +2.92634E-001 +7.72308E+004 -2.63917E+005
252.63 -1 +5.56035E-011 +2.92710E-001 +7.71709E+004 -2.63643E+005
252.63 -1 +5.56220E-011 +2.93520E-001 +7.73249E+004 -2.63440E+005
252.63 -1 +5.56455E-011 +2.93358E-001 +7.72564E+004 -2.63352E+005
252.63 -1 +5.56799E-011 +2.93633E-001 +7.72696E+004 -2.63150E+005
252.63 -1 +5.56632E-011 +2.94036E-001 +7.73819E+004 -2.63172E+005
252.63 -1 +5.56695E-011 +2.93464E-001 +7.72466E+004 -2.63223E+005
252.63 -1 +5.56736E-011 +2.93710E-001 +7.72954E+004 -2.63169E+005
252.63 -1 +5.56883E-011 +2.93574E-001 +7.72447E+004 -2.63119E+005
252.63 -1 +5.57035E-011 +2.94107E-001 +7.73417E+004 -2.62971E+005
252.63 -1 +5.57128E-011 +2.94161E-001 +7.73407E+004 -2.62920E+005
252.63 -1 +5.57627E-011 +2.94341E-001 +7.73113E+004 -2.62659E+005
252.63 -1 +5.57599E-011 +2.94778E-001 +7.74116E+004 -2.62610E+005
252.63 -1 +5.57792E-011 +2.94697E-001 +7.73670E+004 -2.62530E+005
252.63 -1 +5.57785E-011 +2.95137E-001 +7.74650E+004 -2.62471E+005
252.63 -1 +5.57921E-011 +2.94735E-001 +7.73575E+004 -2.62464E+005
252.63 -1 +5.58305E-011 +2.95055E-001 +7.73747E+004 -2.62238E+005
254.3 -1 +5.58193E-011 +2.95220E-001 +7.74266E+004 -2.62268E+005
254.3 -1 +5.58616E-011 +2.95453E-001 +7.74191E+004 -2.62036E+005
254.3 -1 +5.58856E-011 +2.96011E-001 +7.75086E+004 -2.61844E+005
254.3 -1 +5.59261E-011 +2.96116E-001 +7.74754E+004 -2.61639E+005
254.3 -1 +5.59666E-011 +2.96771E-001 +7.75631E+004 -2.61357E+005
254.3 -1 +5.59817E-011 +2.96917E-001 +7.75740E+004 -2.61265E+005
254.3 -1 +5.60622E-011 +2.97187E-001 +7.75215E+004 -2.60851E+005
254.3 -1 +5.61017E-011 +2.98264E-001 +7.77022E+004 -2.60515E+005
254.3 -1 +5.61549E-011 +2.98438E-001 +7.76664E+004 -2.60243E+005
254.3 -1 +5.62686E-011 +2.99705E-001 +7.77842E+004 -2.59536E+005
254.3 -1 +5.63085E-011 +3.00728E-001 +7.79506E+004 -2.59206E+005
254.3 -1 +5.64188E-011 +3.01297E-001 +7.79210E+004 -2.58618E+005
254.3 -1 +5.64817E-011 +3.02270E-001 +7.80433E+004 -2.58191E+005
254.3 -1 +5.65620E-011 +3.02745E-001 +7.80346E+004 -2.57757E+005
254.3 -1 +5.66315E-011 +3.03893E-001 +7.81843E+004 -2.57276E+005
254.3 -1 +5.66636E-011 +3.04362E-001 +7.82403E+004 -2.57064E+005
254.3 -1 +5.67413E-011 +3.04524E-001 +7.81677E+004 -2.56688E+005
254.3 -1 +5.67811E-011 +3.05539E-001 +7.83288E+004 -2.56363E+005
254.3 -1 +5.68106E-011 +3.05578E-001 +7.82967E+004 -2.56224E+005
254.3 -1 +5.68825E-011 +3.06176E-001 +7.83245E+004 -2.55815E+005
256.12 -1 +5.69149E-011 +3.06764E-001 +7.84042E+004 -2.55585E+005
256.12 -1 +5.69738E-011 +3.07413E-001 +7.84605E+004 -2.55228E+005
256.12 -1 +5.70152E-011 +3.08124E-001 +7.85533E+004 -2.54941E+005
256.12 -1 +5.70799E-011 +3.08519E-001 +7.85474E+004 -2.54595E+005
256.12 -1 +5.71309E-011 +3.09474E-001 +7.86779E+004 -2.54231E+005
256.12 -1 +5.72022E-011 +3.09753E-001 +7.86381E+004 -2.53874E+005
256.12 -1 +5.72403E-011 +3.10768E-001 +7.87980E+004 -2.53559E+005
256.12 -1 +5.72667E-011 +3.10897E-001 +7.87887E+004 -2.53424E+005
256.12 -1 +5.73298E-011 +3.11103E-001 +7.87449E+004 -2.53115E+005
256.12 -1 +5.73247E-011 +3.11623E-001 +7.88601E+004 -2.53063E+005
256.12 -1 +5.73275E-011 +3.11064E-001 +7.87400E+004 -2.53131E+005
256.12 -1 +5.73085E-011 +3.11147E-001 +7.87834E+004 -2.53203E+005
256.12 -1 +5.73057E-011 +3.10946E-001 +7.87452E+004 -2.53244E+005
256.12 -1 +5.73382E-011 +3.11222E-001 +7.87582E+004 -2.53061E+005
256.12 -1 +5.73081E-011 +3.11196E-001 +7.87940E+004 -2.53197E+005
256.12 -1 +5.73204E-011 +3.10590E-001 +7.86507E+004 -2.53230E+005
256.12 -1 +5.73222E-011 +3.11187E-001 +7.87729E+004 -2.53137E+005
256.12 -1 +5.72941E-011 +3.10829E-001 +7.87367E+004 -2.53312E+005
256.12 -1 +5.73412E-011 +3.10894E-001 +7.86858E+004 -2.53095E+005
256.12 -1 +5.73642E-011 +3.11585E-001 +7.87982E+004 -2.52894E+005
256.12 -1 +5.74188E-011 +3.11792E-001 +7.87661E+004 -2.52624E+005
257.86 -1 +5.74750E-011 +3.12645E-001 +7.88662E+004 -2.52255E+005
257.86 -1 +5.75303E-011 +3.12978E-001 +7.88593E+004 -2.51964E+005
257.86 -1 +5.76048E-011 +3.13627E-001 +7.88914E+004 -2.51545E+005
257.86 -1 +5.76467E-011 +3.14363E-001 +7.89857E+004 -2.51257E+005
257.86 -1 +5.77261E-011 +3.14697E-001 +7.89458E+004 -2.50863E+005
257.86 -1 +5.77624E-011 +3.15867E-001 +7.91364E+004 -2.50537E+005
257.86 -1 +5.77908E-011 +3.15796E-001 +7.90830E+004 -2.50424E+005
257.86 -1 +5.78554E-011 +3.16005E-001 +7.90376E+004 -2.50115E+005
257.86 -1 +5.78787E-011 +3.16549E-001 +7.91169E+004 -2.49936E+005
257.86 -1 +5.79175E-011 +3.16982E-001 +7.91523E+004 -2.49706E+005
257.86 -1 +5.79417E-011 +3.17343E-001 +7.91928E+004 -2.49550E+005
257.86 -1 +5.79766E-011 +3.17232E-001 +7.91226E+004 -2.49416E+005
257.86 -1 +5.80018E-011 +3.17841E-001 +7.92122E+004 -2.49219E+005
257.86 -1 +5.80061E-011 +3.17777E-001 +7.91933E+004 -2.49211E+005
257.86 -1 +5.80344E-011 +3.17971E-001 +7.91940E+004 -2.49061E+005
257.86 -1 +5.80312E-011 +3.18189E-001 +7.92427E+004 -2.49043E+005
257.86 -1 +5.80556E-011 +3.17948E-001 +7.91606E+004 -2.48973E+005
257.86 -1 +5.80297E-011 +3.18260E-001 +7.92593E+004 -2.49040E+005
257.86 -1 +5.80236E-011 +3.17632E-001 +7.91399E+004 -2.49156E+005
257.86 -1 +5.80396E-011 +3.17756E-001 +7.91433E+004 -2.49070E+005
257.86 -1 +5.79925E-011 +3.17798E-001 +7.92162E+004 -2.49266E+005
259.53 -1 +5.80279E-011 +3.17539E-001 +7.91151E+004 -2.49151E+005
259.53 -1 +5.80264E-011 +3.17902E-001 +7.91911E+004 -2.49105E+005
259.53 -1 +5.80593E-011 +3.17846E-001 +7.91348E+004 -2.48972E+005
259.53 -1 +5.80900E-011 +3.18604E-001 +7.92469E+004 -2.48732E+005
259.53 -1 +5.80959E-011 +3.18475E-001 +7.92126E+004 -2.48725E+005
259.53 -1 +5.81576E-011 +3.18745E-001 +7.91833E+004 -2.48422E+005
259.53 -1 +5.81470E-011 +3.19309E-001 +7.93120E+004 -2.48386E+005
259.53 -1 +5.81592E-011 +3.19283E-001 +7.92901E+004 -2.48338E+005
259.53 -1 +5.81865E-011 +3.18911E-001 +7.91777E+004 -2.48275E+005
259.53 -1 +5.82001E-011 +3.19255E-001 +7.92287E+004 -2.48168E+005
259.53 -1 +5.81895E-011 +3.19405E-001 +7.92736E+004 -2.48191E+005
259.53 -1 +5.82121E-011 +3.19057E-001 +7.91723E+004 -2.48145E+005
259.53 -1 +5.82261E-011 +3.19785E-001 +7.93005E+004 -2.47981E+005
259.53 -1 +5.82202E-011 +3.20103E-001 +7.93727E+004 -2.47960E+005
259.53 -1 +5.82559E-011 +3.19534E-001 +7.92092E+004 -2.47890E+005
259.53 -1 +5.82725E-011 +3.19457E-001 +7.91710E+004 -2.47830E+005
259.53 -1 +5.82547E-011 +3.20106E-001 +7.93263E+004 -2.47813E+005
259.53 -1 +5.82576E-011 +3.19804E-001 +7.92613E+004 -2.47843E+005
259.53 -1 +5.82911E-011 +3.19924E-001 +7.92399E+004 -2.47684E+005
259.53 -1 +5.83306E-011 +3.20209E-001 +7.92438E+004 -2.47475E+005
261.42 -1 +5.83343E-011 +3.20858E-001 +7.93695E+004 -2.47366E+005
261.42 -1 +5.83618E-011 +3.20782E-001 +7.93167E+004 -2.47261E+005
261.42 -1 +5.84136E-011 +3.20860E-001 +7.92620E+004 -2.47030E+005
261.42 -1 +5.84346E-011 +3.21354E-001 +7.93328E+004 -2.46870E+005
261.42 -1 +5.84406E-011 +3.21650E-001 +7.93840E+004 -2.46802E+005
261.42 -1 +5.84555E-011 +3.21632E-001 +7.93601E+004 -2.46742E+005
261.42 -1 +5.85029E-011 +3.21713E-001 +7.93120E+004 -2.46530E+005
261.42 -1 +5.85294E-011 +3.22125E-001 +7.93586E+004 -2.46359E+005
261.42 -1 +5.85320E-011 +3.22367E-001 +7.94036E+004 -2.46314E+005
261.42 -1 +5.85634E-011 +3.22437E-001 +7.93749E+004 -2.46172E+005
261.42 -1 +5.86065E-011 +3.23146E-001 +7.94580E+004 -2.45889E+005
261.42 -1 +5.86185E-011 +3.23590E-001 +7.95302E+004 -2.45775E+005
261.42 -1 +5.86645E-011 +3.23439E-001 +7.94378E+004 -2.45603E+005
261.42 -1 +5.87034E-011 +3.24102E-001 +7.95170E+004 -2.45345E+005
261.42 -1 +5.87300E-011 +3.24492E-001 +7.95584E+004 -2.45178E+005
261.42 -1 +5.88007E-011 +3.24523E-001 +7.94688E+004 -2.44879E+005
261.42 -1 +5.88329E-011 +3.25436E-001 +7.96061E+004 -2.44614E+005
261.42 -1 +5.88879E-011 +3.25776E-001 +7.95989E+004 -2.44336E+005
261.42 -1 +5.89934E-011 +3.26308E-001 +7.95614E+004 -2.43823E+005
261.42 -1 +5.90903E-011 +3.27730E-001 +7.97100E+004 -2.43218E+005
261.42 -1 +5.91455E-011 +3.29072E-001 +7.98981E+004 -2.42798E+005
263.16 -1 +5.92221E-011 +3.29604E-001 +7.98985E+004 -2.42407E+005
263.16 -1 +5.93270E-011 +3.30177E-001 +7.98686E+004 -2.41897E+005
263.16 -1 +5.94098E-011 +3.31241E-001 +7.99637E+004 -2.41406E+005
263.16 -1 +5.94650E-011 +3.32518E-001 +8.01361E+004 -2.40998E+005
263.16 -1 +5.95144E-011 +3.33203E-001 +8.02017E+004 -2.40699E+005
263.16 -1 +5.95966E-011 +3.33283E-001 +8.01064E+004 -2.40356E+005
263.16 -1 +5.96781E-011 +3.33717E-001 +8.00804E+004 -2.39965E+005
263.16 -1 +5.97195E-011 +3.34718E-001 +8.02166E+004 -2.39654E+005
263.16 -1 +5.97534E-011 +3.35152E-001 +8.02540E+004 -2.39456E+005
263.16 -1 +5.97844E-011 +3.34985E-001 +8.01806E+004 -2.39356E+005
263.16 -1 +5.98394E-011 +3.35303E-001 +8.01675E+004 -2.39090E+005
263.16 -1 +5.98576E-011 +3.36036E-001 +8.02828E+004 -2.38911E+005
263.16 -1 +5.98786E-011 +3.36553E-001 +8.03531E+004 -2.38753E+005
263.16 -1 +5.99342E-011 +3.36163E-001 +8.02043E+004 -2.38588E+005
263.16 -1 +5.99714E-011 +3.37207E-001 +8.03528E+004 -2.38289E+005
263.16 -1 +6.00289E-011 +3.36979E-001 +8.02327E+004 -2.38094E+005
263.16 -1 +6.00991E-011 +3.37835E-001 +8.03008E+004 -2.37693E+005
263.16 -1 +6.01470E-011 +3.38699E-001 +8.03999E+004 -2.37379E+005
263.16 -1 +6.02091E-011 +3.38889E-001 +8.03528E+004 -2.37106E+005
263.16 -1 +6.02683E-011 +3.39528E-001 +8.03940E+004 -2.36781E+005
263.16 -1 +6.02857E-011 +3.39967E-001 +8.04532E+004 -2.36650E+005
264.69 -1 +6.03342E-011 +3.39882E-001 +8.03725E+004 -2.36472E+005
264.69 -1 +6.03453E-011 +3.40467E-001 +8.04673E+004 -2.36344E+005
264.69 -1 +6.03771E-011 +3.40505E-001 +8.04321E+004 -2.36214E+005
264.69 -1 +6.03914E-011 +3.41074E-001 +8.05194E+004 -2.36076E+005
264.69 -1 +6.04202E-011 +3.40769E-001 +8.04242E+004 -2.36008E+005
264.69 -1 +6.04508E-011 +3.40911E-001 +8.04097E+004 -2.35868E+005
264.69 -1 +6.04762E-011 +3.41457E-001 +8.04779E+004 -2.35690E+005
264.69 -1 +6.04589E-011 +3.41576E-001 +8.05232E+004 -2.35740E+005
264.69 -1 +6.04982E-011 +3.41652E-001 +8.04850E+004 -2.35576E+005
264.69 -1 +6.04903E-011 +3.41953E-001 +8.05516E+004 -2.35563E+005
264.69 -1 +6.05086E-011 +3.41475E-001 +8.04382E+004 -2.35561E+005
264.69 -1 +6.05415E-011 +3.41837E-001 +8.04618E+004 -2.35381E+005
264.69 -1 +6.05244E-011 +3.42193E-001 +8.05508E+004 -2.35396E+005
264.69 -1 +6.05640E-011 +3.41994E-001 +8.04612E+004 -2.35271E+005
264.69 -1 +6.05729E-011 +3.42745E-001 +8.05891E+004 -2.35128E+005
264.69 -1 +6.05725E-011 +3.42218E-001 +8.04915E+004 -2.35205E+005
264.69 -1 +6.06088E-011 +3.42527E-001 +8.05006E+004 -2.35020E+005
264.69 -1 +6.06221E-011 +3.42912E-001 +8.05546E+004 -2.34913E+005
264.69 -1 +6.06546E-011 +3.42549E-001 +8.04440E+004 -2.34839E+005
264.69 -1 +6.06758E-011 +3.43362E-001 +8.05667E+004 -2.34640E+005
264.69 -1 +6.07180E-011 +3.43400E-001 +8.05177E+004 -2.34472E+005
266.44 -1 +6.07751E-011 +3.43805E-001 +8.05169E+004 -2.34193E+005
266.44 -1 +6.07896E-011 +3.44771E-001 +8.06757E+004 -2.33998E+005
266.44 -1 +6.08440E-011 +3.44208E-001 +8.05000E+004 -2.33870E+005
266.44 -1 +6.09027E-011 +3.44939E-001 +8.05568E+004 -2.33539E+005
266.44 -1 +6.09220E-011 +3.45572E-001 +8.06477E+004 -2.33374E+005
266.44 -1 +6.09568E-011 +3.45514E-001 +8.05909E+004 -2.33250E+005
266.44 -1 +6.10101E-011 +3.46321E-001 +8.06684E+004 -2.32930E+005
266.44 -1 +6.10467E-011 +3.46309E-001 +8.06178E+004 -2.32791E+005
266.44 -1 +6.11171E-011 +3.46673E-001 +8.05914E+004 -2.32471E+005
266.44 -1 +6.11723E-011 +3.47528E-001 +8.06745E+004 -2.32138E+005
266.44 -1 +6.12444E-011 +3.47885E-001 +8.06445E+004 -2.31814E+005
266.44 -1 +6.13349E-011 +3.48862E-001 +8.07026E+004 -2.31331E+005
266.44 -1 +6.13757E-011 +3.49598E-001 +8.07822E+004 -2.31072E+005
266.44 -1 +6.14829E-011 +3.50099E-001 +8.07316E+004 -2.30597E+005
266.44 -1 +6.15399E-011 +3.51282E-001 +8.08695E+004 -2.30213E+005
266.44 -1 +6.16109E-011 +3.51210E-001 +8.07635E+004 -2.29958E+005
266.44 -1 +6.16374E-011 +3.51693E-001 +8.08153E+004 -2.29790E+005
266.44 -1 +6.15971E-011 +3.51545E-001 +8.08416E+004 -2.29961E+005
266.44 -1 +6.16079E-011 +3.51259E-001 +8.07762E+004 -2.29962E+005
266.44 -1 +6.16417E-011 +3.51815E-001 +8.08314E+004 -2.29756E+005
268.12 -1 +6.16610E-011 +3.52190E-001 +8.08735E+004 -2.29630E+005
268.12 -1 +6.16784E-011 +3.51675E-001 +8.07584E+004 -2.29639E+005
268.12 -1 +6.16455E-011 +3.51829E-001 +8.08290E+004 -2.29740E+005
268.12 -1 +6.16518E-011 +3.51588E-001 +8.07777E+004 -2.29751E+005
268.12 -1 +6.16773E-011 +3.52309E-001 +8.08733E+004 -2.29552E+005
268.12 -1 +6.16758E-011 +3.52192E-001 +8.08544E+004 -2.29575E+005
268.12 -1 +6.17002E-011 +3.51864E-001 +8.07637E+004 -2.29531E+005
268.12 -1 +6.17436E-011 +3.52578E-001 +8.08345E+004 -2.29267E+005
268.12 -1 +6.17680E-011 +3.53046E-001 +8.08862E+004 -2.29109E+005
268.12 -1 +6.18496E-011 +3.52975E-001 +8.07667E+004 -2.28817E+005
268.12 -1 +6.18689E-011 +3.53660E-001 +8.08635E+004 -2.28647E+005
268.12 -1 +6.18946E-011 +3.53971E-001 +8.08851E+004 -2.28508E+005
268.12 -1 +6.19585E-011 +3.54194E-001 +8.08413E+004 -2.28240E+005
268.12 -1 +6.19804E-011 +3.54861E-001 +8.09309E+004 -2.28064E+005
268.12 -1 +6.20038E-011 +3.54739E-001 +8.08787E+004 -2.27995E+005
268.12 -1 +6.20136E-011 +3.55103E-001 +8.09303E+004 -2.27907E+005
268.12 -1 +6.19868E-011 +3.54828E-001 +8.09166E+004 -2.28045E+005
268.12 -1 +6.20092E-011 +3.54427E-001 +8.08163E+004 -2.28020E+005
268.12 -1 +6.19735E-011 +3.54467E-001 +8.08700E+004 -2.28146E+005
268.12 -1 +6.19691E-011 +3.54005E-001 +8.07940E+004 -2.28228E+005
268.12 -1 +6.20041E-011 +3.54132E-001 +8.07707E+004 -2.28081E+005
269.94 -1 +6.20000E-011 +3.54439E-001 +8.08306E+004 -2.28052E+005
269.94 -1 +6.20421E-011 +3.54449E-001 +8.07776E+004 -2.27896E+005
269.94 -1 +6.20849E-011 +3.54912E-001 +8.08036E+004 -2.27672E+005
269.94 -1 +6.21013E-011 +3.55273E-001 +8.08462E+004 -2.27560E+005
269.94 -1 +6.21607E-011 +3.55844E-001 +8.08694E+004 -2.27261E+005
269.94 -1 +6.21740E-011 +3.56277E-001 +8.09285E+004 -2.27150E+005
269.94 -1 +6.22135E-011 +3.56183E-001 +8.08606E+004 -2.27020E+005
269.94 -1 +6.22633E-011 +3.56398E-001 +8.08335E+004 -2.26807E+005
269.94 -1 +6.22781E-011 +3.56802E-001 +8.08853E+004 -2.26695E+005
269.94 -1 +6.23313E-011 +3.56875E-001 +8.08290E+004 -2.26491E+005
269.94 -1 +6.23551E-011 +3.57726E-001 +8.09472E+004 -2.26283E+005
269.94 -1 +6.23904E-011 +3.57863E-001 +8.09253E+004 -2.26135E+005
269.94 -1 +6.24534E-011 +3.58090E-001 +8.08833E+004 -2.25874E+005
269.94 -1 +6.24536E-011 +3.58453E-001 +8.09465E+004 -2.25822E+005
269.94 -1 +6.24711E-011 +3.58240E-001 +8.08866E+004 -2.25789E+005
269.94 -1 +6.24985E-011 +3.57865E-001 +8.07857E+004 -2.25744E+005
269.94 -1 +6.24571E-011 +3.58324E-001 +8.09194E+004 -2.25827E+005
269.94 -1 +6.24246E-011 +3.57446E-001 +8.08081E+004 -2.26071E+005
269.94 -1 +6.24253E-011 +3.57472E-001 +8.08117E+004 -2.26065E+005
269.94 -1 +6.23962E-011 +3.56938E-001 +8.07560E+004 -2.26247E+005
269.94 -1 +6.24235E-011 +3.57388E-001 +8.07994E+004 -2.26083E+005
271.62 -1 +6.24644E-011 +3.57799E-001 +8.08182E+004 -2.25876E+005
271.62 -1 +6.25464E-011 +3.58104E-001 +8.07656E+004 -2.25536E+005
271.62 -1 +6.25641E-011 +3.58679E-001 +8.08428E+004 -2.25390E+005
271.62 -1 +6.25606E-011 +3.58807E-001 +8.08697E+004 -2.25385E+005
271.62 -1 +6.26013E-011 +3.58710E-001 +8.08001E+004 -2.25252E+005
271.62 -1 +6.25750E-011 +3.59152E-001 +8.09110E+004 -2.25283E+005
271.62 -1 +6.26136E-011 +3.58970E-001 +8.08294E+004 -2.25170E+005
271.62 -1 +6.26853E-011 +3.59628E-001 +8.08511E+004 -2.24819E+005
271.62 -1 +6.27004E-011 +3.59885E-001 +8.08762E+004 -2.24728E+005
271.62 -1 +6.27846E-011 +3.60278E-001 +8.08356E+004 -2.24370E+005
271.62 -1 +6.28169E-011 +3.60981E-001 +8.09154E+004 -2.24154E+005
271.62 -1 +6.28853E-011 +3.61046E-001 +8.08387E+004 -2.23901E+005
271.62 -1 +6.29292E-011 +3.62108E-001 +8.09649E+004 -2.23593E+005
271.62 -1 +6.29570E-011 +3.62078E-001 +8.09241E+004 -2.23499E+005
271.62 -1 +6.30496E-011 +3.62161E-001 +8.08193E+004 -2.23158E+005
271.62 -1 +6.30674E-011 +3.63158E-001 +8.09672E+004 -2.22953E+005
271.62 -1 +6.31206E-011 +3.63202E-001 +8.09065E+004 -2.22759E+005
271.62 -1 +6.31716E-011 +3.63943E-001 +8.09674E+004 -2.22473E+005
271.62 -1 +6.31919E-011 +3.63985E-001 +8.09487E+004 -2.22395E+005
271.62 -1 +6.32638E-011 +3.64194E-001 +8.08922E+004 -2.22113E+005
271.62 -1 +6.32857E-011 +3.64943E-001 +8.09915E+004 -2.21929E+005
273.37 -1 +6.33405E-011 +3.64841E-001 +8.09041E+004 -2.21752E+005
273.37 -1 +6.33760E-011 +3.65628E-001 +8.09922E+004 -2.21515E+005
273.37 -1 +6.34102E-011 +3.65518E-001 +8.09299E+004 -2.21411E+005
273.37 -1 +6.34739E-011 +3.66230E-001 +8.09688E+004 -2.21088E+005
273.37 -1 +6.34855E-011 +3.66384E-001 +8.09800E+004 -2.21025E+005
273.37 -1 +6.35345E-011 +3.66537E-001 +8.09434E+004 -2.20833E+005
273.37 -1 +6.35454E-011 +3.66895E-001 +8.09898E+004 -2.20744E+005
273.37 -1 +6.36037E-011 +3.66868E-001 +8.09111E+004 -2.20546E+005
273.37 -1 +6.36129E-011 +3.67585E-001 +8.10198E+004 -2.20411E+005
273.37 -1 +6.36324E-011 +3.67286E-001 +8.09448E+004 -2.20386E+005
273.37 -1 +6.37012E-011 +3.67708E-001 +8.09281E+004 -2.20088E+005
273.37 -1 +6.37146E-011 +3.68206E-001 +8.09947E+004 -2.19971E+005
273.37 -1 +6.37724E-011 +3.68223E-001 +8.09240E+004 -2.19769E+005
273.37 -1 +6.37825E-011 +3.68952E-001 +8.10330E+004 -2.19630E+005
