T_thermocontroller T_self C D R X
32.81 -1 +4.52204E-011 +5.41451E-002 +1.90008E+004 -3.50925E+005
32.81 -1 +4.52167E-011 +5.42618E-002 +1.90431E+004 -3.50949E+005
32.81 -1 +4.52161E-011 +5.41965E-002 +1.90206E+004 -3.50957E+005
32.81 -1 +4.52146E-011 +5.42740E-002 +1.90483E+004 -3.50965E+005
32.81 -1 +4.52169E-011 +5.41393E-002 +1.90003E+004 -3.50953E+005
32.81 -1 +4.52158E-011 +5.42455E-002 +1.90378E+004 -3.50957E+005
32.81 -1 +4.52087E-011 +5.42070E-002 +1.90274E+004 -3.51014E+005
32.81 -1 +4.52102E-011 +5.42464E-002 +1.90405E+004 -3.51001E+005
32.81 -1 +4.52117E-011 +5.43015E-002 +1.90591E+004 -3.50986E+005
32.81 -1 +4.52107E-011 +5.41992E-002 +1.90238E+004 -3.50998E+005
32.81 -1 +4.52052E-011 +5.42187E-002 +1.90329E+004 -3.51040E+005
32.81 -1 +4.52087E-011 +5.42349E-002 +1.90371E+004 -3.51013E+005
32.81 -1 +4.52041E-011 +5.42019E-002 +1.90275E+004 -3.51050E+005
32.81 -1 +4.52033E-011 +5.42068E-002 +1.90296E+004 -3.51055E+005
32.81 -1 +4.52026E-011 +5.41467E-002 +1.90089E+004 -3.51063E+005
32.81 -1 +4.52006E-011 +5.41381E-002 +1.90067E+004 -3.51079E+005
32.81 -1 +4.52006E-011 +5.41370E-002 +1.90064E+004 -3.51079E+005
32.81 -1 +4.51984E-011 +5.41990E-002 +1.90289E+004 -3.51094E+005
32.81 -1 +4.51959E-011 +5.41624E-002 +1.90172E+004 -3.51115E+005
32.81 -1 +4.51943E-011 +5.41362E-002 +1.90087E+004 -3.51128E+005
41.08 -1 +4.51965E-011 +5.41808E-002 +1.90234E+004 -3.51110E+005
41.08 -1 +4.51952E-011 +5.41282E-002 +1.90056E+004 -3.51121E+005
41.08 -1 +4.51893E-011 +5.42191E-002 +1.90398E+004 -3.51164E+005
41.08 -1 +4.51877E-011 +5.42193E-002 +1.90406E+004 -3.51176E+005
41.08 -1 +4.51907E-011 +5.41571E-002 +1.90176E+004 -3.51156E+005
41.08 -1 +4.51874E-011 +5.42685E-002 +1.90578E+004 -3.51177E+005
41.08 -1 +4.51828E-011 +5.41399E-002 +1.90149E+004 -3.51218E+005
41.08 -1 +4.51834E-011 +5.42469E-002 +1.90519E+004 -3.51208E+005
41.08 -1 +4.51809E-011 +5.42002E-002 +1.90367E+004 -3.51230E+005
41.08 -1 +4.51855E-011 +5.41497E-002 +1.90172E+004 -3.51196E+005
41.08 -1 +4.51824E-011 +5.41290E-002 +1.90112E+004 -3.51220E+005
41.08 -1 +4.51813E-011 +5.41953E-002 +1.90348E+004 -3.51227E+005
41.08 -1 +4.51788E-011 +5.41787E-002 +1.90301E+004 -3.51247E+005
41.08 -1 +4.51817E-011 +5.41762E-002 +1.90280E+004 -3.51225E+005
41.08 -1 +4.51769E-011 +5.41999E-002 +1.90383E+004 -3.51261E+005
41.08 -1 +4.51795E-011 +5.41379E-002 +1.90156E+004 -3.51243E+005
41.08 -1 +4.51755E-011 +5.40934E-002 +1.90017E+004 -3.51276E+005
41.08 -1 +4.51725E-011 +5.41869E-002 +1.90356E+004 -3.51296E+005
41.08 -1 +4.51733E-011 +5.41563E-002 +1.90246E+004 -3.51291E+005
41.08 -1 +4.51701E-011 +5.41382E-002 +1.90196E+004 -3.51316E+005
41.08 -1 +4.51724E-011 +5.41669E-002 +1.90287E+004 -3.51297E+005
32.27 -1 +4.51711E-011 +5.41996E-002 +1.90406E+004 -3.51306E+005
32.27 -1 +4.51703E-011 +5.41323E-002 +1.90175E+004 -3.51315E+005
32.27 -1 +4.51698E-011 +5.41412E-002 +1.90208E+004 -3.51318E+005
32.27 -1 +4.51727E-011 +5.41357E-002 +1.90177E+004 -3.51296E+005
32.27 -1 +4.51725E-011 +5.42015E-002 +1.90407E+004 -3.51295E+005
32.27 -1 +4.51752E-011 +5.41025E-002 +1.90050E+004 -3.51278E+005
32.27 -1 +4.51743E-011 +5.40924E-002 +1.90018E+004 -3.51285E+005
32.27 -1 +4.51741E-011 +5.40294E-002 +1.89799E+004 -3.51289E+005
32.27 -1 +4.51765E-011 +5.41928E-002 +1.90360E+004 -3.51264E+005
32.27 -1 +4.51741E-011 +5.40401E-002 +1.89837E+004 -3.51288E+005
32.27 -1 +4.51814E-011 +5.41159E-002 +1.90071E+004 -3.51229E+005
32.27 -1 +4.51736E-011 +5.42100E-002 +1.90432E+004 -3.51286E+005
32.27 -1 +4.51818E-011 +5.41124E-002 +1.90057E+004 -3.51226E+005
32.27 -1 +4.51825E-011 +5.41703E-002 +1.90256E+004 -3.51218E+005
32.27 -1 +4.51827E-011 +5.41093E-002 +1.90042E+004 -3.51219E+005
32.27 -1 +4.51904E-011 +5.41440E-002 +1.90131E+004 -3.51158E+005
32.27 -1 +4.51880E-011 +5.42875E-002 +1.90642E+004 -3.51171E+005
32.27 -1 +4.51904E-011 +5.41502E-002 +1.90152E+004 -3.51158E+005
32.27 -1 +4.51908E-011 +5.40427E-002 +1.89776E+004 -3.51159E+005
32.27 -1 +4.51909E-011 +5.42590E-002 +1.90530E+004 -3.51149E+005
32.27 -1 +4.51902E-011 +5.43058E-002 +1.90697E+004 -3.51154E+005
32.33 -1 +4.52065E-011 +5.41812E-002 +1.90193E+004 -3.51032E+005
32.33 -1 +4.51919E-011 +5.42278E-002 +1.90417E+004 -3.51143E+005
32.33 -1 +4.51981E-011 +5.41826E-002 +1.90233E+004 -3.51097E+005
32.33 -1 +4.52008E-011 +5.43425E-002 +1.90780E+004 -3.51069E+005
32.33 -1 +4.52027E-011 +5.41863E-002 +1.90227E+004 -3.51061E+005
32.33 -1 +4.52064E-011 +5.41939E-002 +1.90238E+004 -3.51032E+005
32.33 -1 +4.52011E-011 +5.41566E-002 +1.90130E+004 -3.51075E+005
32.33 -1 +4.52105E-011 +5.41208E-002 +1.89966E+004 -3.51003E+005
32.33 -1 +4.52098E-011 +5.42870E-002 +1.90548E+004 -3.51002E+005
32.33 -1 +4.52112E-011 +5.41627E-002 +1.90109E+004 -3.50996E+005
32.33 -1 +4.52069E-011 +5.42985E-002 +1.90601E+004 -3.51024E+005
32.33 -1 +4.52175E-011 +5.41863E-002 +1.90165E+004 -3.50946E+005
32.33 -1 +4.52130E-011 +5.43019E-002 +1.90587E+004 -3.50977E+005
32.33 -1 +4.52135E-011 +5.42454E-002 +1.90388E+004 -3.50975E+005
32.33 -1 +4.52217E-011 +5.40775E-002 +1.89767E+004 -3.50918E+005
32.33 -1 +4.52258E-011 +5.42349E-002 +1.90299E+004 -3.50880E+005
32.33 -1 +4.52224E-011 +5.41615E-002 +1.90058E+004 -3.50909E+005
32.33 -1 +4.52306E-011 +5.42299E-002 +1.90262E+004 -3.50843E+005
32.33 -1 +4.52234E-011 +5.41208E-002 +1.89911E+004 -3.50903E+005
32.33 -1 +4.52308E-011 +5.41863E-002 +1.90109E+004 -3.50843E+005
32.33 -1 +4.52308E-011 +5.41933E-002 +1.90133E+004 -3.50842E+005
32.74 -1 +4.52329E-011 +5.41239E-002 +1.89882E+004 -3.50829E+005
32.74 -1 +4.52369E-011 +5.42429E-002 +1.90280E+004 -3.50793E+005
32.74 -1 +4.52308E-011 +5.41964E-002 +1.90144E+004 -3.50842E+005
32.74 -1 +4.52406E-011 +5.41824E-002 +1.90054E+004 -3.50767E+005
32.74 -1 +4.52391E-011 +5.42974E-002 +1.90461E+004 -3.50774E+005
32.74 -1 +4.52444E-011 +5.40629E-002 +1.89621E+004 -3.50742E+005
32.74 -1 +4.52516E-011 +5.43395E-002 +1.90556E+004 -3.50676E+005
32.74 -1 +4.52397E-011 +5.41746E-002 +1.90031E+004 -3.50774E+005
32.74 -1 +4.52498E-011 +5.41102E-002 +1.89764E+004 -3.50698E+005
32.74 -1 +4.52539E-011 +5.42385E-002 +1.90194E+004 -3.50661E+005
32.74 -1 +4.52514E-011 +5.42051E-002 +1.90088E+004 -3.50682E+005
32.74 -1 +4.52573E-011 +5.42346E-002 +1.90166E+004 -3.50636E+005
32.74 -1 +4.52546E-011 +5.42796E-002 +1.90334E+004 -3.50655E+005
32.74 -1 +4.52606E-011 +5.42071E-002 +1.90056E+004 -3.50611E+005
32.74 -1 +4.52555E-011 +5.43499E-002 +1.90575E+004 -3.50645E+005
32.74 -1 +4.52591E-011 +5.41637E-002 +1.89911E+004 -3.50624E+005
32.74 -1 +4.52656E-011 +5.42517E-002 +1.90190E+004 -3.50570E+005
32.74 -1 +4.52608E-011 +5.42682E-002 +1.90268E+004 -3.50607E+005
32.74 -1 +4.52649E-011 +5.41346E-002 +1.89786E+004 -3.50581E+005
32.74 -1 +4.52695E-011 +5.42044E-002 +1.90009E+004 -3.50542E+005
33.08 -1 +4.52717E-011 +5.42028E-002 +1.89994E+004 -3.50525E+005
33.08 -1 +4.52711E-011 +5.42732E-002 +1.90242E+004 -3.50527E+005
33.08 -1 +4.52689E-011 +5.41265E-002 +1.89740E+004 -3.50549E+005
33.08 -1 +4.52779E-011 +5.42476E-002 +1.90125E+004 -3.50475E+005
33.08 -1 +4.52766E-011 +5.42953E-002 +1.90296E+004 -3.50484E+005
33.08 -1 +4.52748E-011 +5.43329E-002 +1.90435E+004 -3.50496E+005
33.08 -1 +4.52829E-011 +5.43424E-002 +1.90434E+004 -3.50433E+005
33.08 -1 +4.52832E-011 +5.42394E-002 +1.90074E+004 -3.50435E+005
33.08 -1 +4.52890E-011 +5.42942E-002 +1.90240E+004 -3.50388E+005
33.08 -1 +4.52872E-011 +5.43062E-002 +1.90290E+004 -3.50401E+005
33.08 -1 +4.52994E-011 +5.42102E-002 +1.89904E+004 -3.50311E+005
33.08 -1 +4.52865E-011 +5.43315E-002 +1.90381E+004 -3.50406E+005
33.08 -1 +4.52961E-011 +5.41609E-002 +1.89746E+004 -3.50338E+005
33.08 -1 +4.52966E-011 +5.43346E-002 +1.90349E+004 -3.50327E+005
33.08 -1 +4.52992E-011 +5.42422E-002 +1.90016E+004 -3.50311E+005
33.08 -1 +4.52949E-011 +5.42781E-002 +1.90160E+004 -3.50343E+005
33.08 -1 +4.52995E-011 +5.42927E-002 +1.90191E+004 -3.50307E+005
33.08 -1 +4.53063E-011 +5.42610E-002 +1.90052E+004 -3.50255E+005
33.08 -1 +4.53070E-011 +5.41958E-002 +1.89822E+004 -3.50252E+005
33.08 -1 +4.53072E-011 +5.43504E-002 +1.90359E+004 -3.50245E+005
33.08 -1 +4.53142E-011 +5.42410E-002 +1.89949E+004 -3.50195E+005
33.49 -1 +4.53042E-011 +5.43237E-002 +1.90279E+004 -3.50269E+005
33.49 -1 +4.53146E-011 +5.41674E-002 +1.89691E+004 -3.50195E+005
33.49 -1 +4.53170E-011 +5.44202E-002 +1.90561E+004 -3.50166E+005
33.49 -1 +4.53122E-011 +5.43099E-002 +1.90198E+004 -3.50208E+005
33.49 -1 +4.53158E-011 +5.43382E-002 +1.90281E+004 -3.50179E+005
33.49 -1 +4.53141E-011 +5.43075E-002 +1.90181E+004 -3.50193E+005
33.49 -1 +4.53182E-011 +5.43316E-002 +1.90248E+004 -3.50161E+005
33.49 -1 +4.53186E-011 +5.43538E-002 +1.90324E+004 -3.50157E+005
33.49 -1 +4.53219E-011 +5.42603E-002 +1.89984E+004 -3.50135E+005
33.49 -1 +4.53334E-011 +5.43586E-002 +1.90278E+004 -3.50042E+005
33.49 -1 +4.53234E-011 +5.42919E-002 +1.90088E+004 -3.50122E+005
33.49 -1 +4.53314E-011 +5.42528E-002 +1.89918E+004 -3.50061E+005
33.49 -1 +4.53316E-011 +5.44070E-002 +1.90454E+004 -3.50054E+005
33.49 -1 +4.53340E-011 +5.42625E-002 +1.89941E+004 -3.50041E+005
33.49 -1 +4.53350E-011 +5.43592E-002 +1.90273E+004 -3.50030E+005
33.49 -1 +4.53345E-011 +5.43341E-002 +1.90188E+004 -3.50035E+005
33.49 -1 +4.53416E-011 +5.43061E-002 +1.90061E+004 -3.49981E+005
33.49 -1 +4.53359E-011 +5.44008E-002 +1.90414E+004 -3.50021E+005
33.49 -1 +4.53411E-011 +5.42833E-002 +1.89984E+004 -3.49985E+005
33.49 -1 +4.53394E-011 +5.42651E-002 +1.89927E+004 -3.49999E+005
33.49 -1 +4.53500E-011 +5.42518E-002 +1.89837E+004 -3.49918E+005
33.82 -1 +4.53434E-011 +5.43908E-002 +1.90348E+004 -3.49964E+005
33.82 -1 +4.53414E-011 +5.43193E-002 +1.90108E+004 -3.49982E+005
33.82 -1 +4.53498E-011 +5.42470E-002 +1.89821E+004 -3.49920E+005
33.82 -1 +4.53496E-011 +5.44349E-002 +1.90476E+004 -3.49915E+005
33.82 -1 +4.53480E-011 +5.43719E-002 +1.90263E+004 -3.49929E+005
33.82 -1 +4.53552E-011 +5.43723E-002 +1.90234E+004 -3.49874E+005
33.82 -1 +4.53571E-011 +5.43593E-002 +1.90181E+004 -3.49859E+005
33.82 -1 +4.53565E-011 +5.42740E-002 +1.89887E+004 -3.49867E+005
33.82 -1 +4.53561E-011 +5.43817E-002 +1.90263E+004 -3.49866E+005
33.82 -1 +4.53611E-011 +5.41990E-002 +1.89607E+004 -3.49835E+005
33.82 -1 +4.53664E-011 +5.43223E-002 +1.90013E+004 -3.49789E+005
33.82 -1 +4.53594E-011 +5.44552E-002 +1.90505E+004 -3.49838E+005
33.82 -1 +4.53685E-011 +5.42152E-002 +1.89632E+004 -3.49777E+005
33.82 -1 +4.53669E-011 +5.43128E-002 +1.89978E+004 -3.49785E+005
33.82 -1 +4.53679E-011 +5.42709E-002 +1.89828E+004 -3.49779E+005
33.82 -1 +4.53726E-011 +5.45043E-002 +1.90620E+004 -3.49734E+005
33.82 -1 +4.53709E-011 +5.43410E-002 +1.90060E+004 -3.49753E+005
33.82 -1 +4.53788E-011 +5.44572E-002 +1.90430E+004 -3.49688E+005
33.82 -1 +4.53818E-011 +5.44157E-002 +1.90273E+004 -3.49667E+005
33.82 -1 +4.53813E-011 +5.43773E-002 +1.90142E+004 -3.49672E+005
34.23 -1 +4.53869E-011 +5.42709E-002 +1.89749E+004 -3.49633E+005
34.23 -1 +4.53910E-011 +5.43444E-002 +1.89987E+004 -3.49599E+005
34.23 -1 +4.53890E-011 +5.44875E-002 +1.90493E+004 -3.49609E+005
34.23 -1 +4.53855E-011 +5.43051E-002 +1.89874E+004 -3.49643E+005
34.23 -1 +4.53909E-011 +5.44059E-002 +1.90201E+004 -3.49597E+005
34.23 -1 +4.53911E-011 +5.43415E-002 +1.89976E+004 -3.49598E+005
34.23 -1 +4.53985E-011 +5.44289E-002 +1.90250E+004 -3.49538E+005
34.23 -1 +4.53965E-011 +5.44549E-002 +1.90348E+004 -3.49552E+005
34.23 -1 +4.53988E-011 +5.43928E-002 +1.90123E+004 -3.49537E+005
34.23 -1 +4.54019E-011 +5.43987E-002 +1.90130E+004 -3.49513E+005
34.23 -1 +4.54086E-011 +5.44647E-002 +1.90331E+004 -3.49459E+005
34.23 -1 +4.54036E-011 +5.43705E-002 +1.90025E+004 -3.49501E+005
34.23 -1 +4.54104E-011 +5.43597E-002 +1.89959E+004 -3.49449E+005
34.23 -1 +4.54141E-011 +5.43836E-002 +1.90027E+004 -3.49419E+005
34.23 -1 +4.54098E-011 +5.45686E-002 +1.90687E+004 -3.49445E+005
34.23 -1 +4.54156E-011 +5.44864E-002 +1.90378E+004 -3.49404E+005
34.23 -1 +4.54180E-011 +5.42529E-002 +1.89556E+004 -3.49394E+005
34.23 -1 +4.54219E-011 +5.44190E-002 +1.90117E+004 -3.49358E+005
34.23 -1 +4.54206E-011 +5.45093E-002 +1.90436E+004 -3.49365E+005
34.23 -1 +4.54237E-011 +5.43441E-002 +1.89850E+004 -3.49347E+005
34.23 -1 +4.54288E-011 +5.43557E-002 +1.89868E+004 -3.49307E+005
34.5 -1 +4.54245E-011 +5.45383E-002 +1.90520E+004 -3.49333E+005
34.5 -1 +4.54242E-011 +5.42984E-002 +1.89689E+004 -3.49345E+005
34.5 -1 +4.54335E-011 +5.44455E-002 +1.90161E+004 -3.49268E+005
34.5 -1 +4.54352E-011 +5.44755E-002 +1.90257E+004 -3.49253E+005
34.5 -1 +4.54320E-011 +5.44321E-002 +1.90120E+004 -3.49280E+005
34.5 -1 +4.54363E-011 +5.44050E-002 +1.90008E+004 -3.49248E+005
34.5 -1 +4.54395E-011 +5.44169E-002 +1.90036E+004 -3.49223E+005
34.5 -1 +4.54401E-011 +5.43344E-002 +1.89747E+004 -3.49221E+005
34.5 -1 +4.54513E-011 +5.44511E-002 +1.90106E+004 -3.49131E+005
34.5 -1 +4.54397E-011 +5.44977E-002 +1.90316E+004 -3.49218E+005
34.5 -1 +4.54486E-011 +5.44336E-002 +1.90056E+004 -3.49152E+005
34.5 -1 +4.54488E-011 +5.43655E-002 +1.89819E+004 -3.49153E+005
34.5 -1 +4.54482E-011 +5.44713E-002 +1.90189E+004 -3.49154E+005
34.5 -1 +4.54510E-011 +5.44048E-002 +1.89946E+004 -3.49135E+005
34.5 -1 +4.54578E-011 +5.44472E-002 +1.90065E+004 -3.49081E+005
34.5 -1 +4.54558E-011 +5.43610E-002 +1.89774E+004 -3.49100E+005
34.5 -1 +4.54633E-011 +5.44494E-002 +1.90050E+004 -3.49039E+005
34.5 -1 +4.54613E-011 +5.46847E-002 +1.90874E+004 -3.49045E+005
34.5 -1 +4.54624E-011 +5.43037E-002 +1.89548E+004 -3.49051E+005
34.5 -1 +4.54692E-011 +5.44428E-002 +1.90002E+004 -3.48994E+005
34.5 -1 +4.54633E-011 +5.44961E-002 +1.90212E+004 -3.49037E+005
34.91 -1 +4.54646E-011 +5.44007E-002 +1.89875E+004 -3.49031E+005
34.91 -1 +4.54718E-011 +5.44534E-002 +1.90028E+004 -3.48973E+005
34.91 -1 +4.54671E-011 +5.45110E-002 +1.90247E+004 -3.49007E+005
34.91 -1 +4.54731E-011 +5.45057E-002 +1.90204E+004 -3.48961E+005
34.91 -1 +4.54729E-011 +5.45707E-002 +1.90430E+004 -3.48960E+005
34.91 -1 +4.54692E-011 +5.43539E-002 +1.89694E+004 -3.48997E+005
34.91 -1 +4.54800E-011 +5.43843E-002 +1.89754E+004 -3.48913E+005
34.91 -1 +4.54724E-011 +5.44393E-002 +1.89976E+004 -3.48969E+005
34.91 -1 +4.54839E-011 +5.43514E-002 +1.89624E+004 -3.48885E+005
34.91 -1 +4.54782E-011 +5.46773E-002 +1.90778E+004 -3.48916E+005
34.91 -1 +4.54843E-011 +5.44194E-002 +1.89858E+004 -3.48879E+005
34.91 -1 +4.54881E-011 +5.43646E-002 +1.89652E+004 -3.48852E+005
34.91 -1 +4.54874E-011 +5.46889E-002 +1.90779E+004 -3.48845E+005
34.91 -1 +4.54893E-011 +5.43764E-002 +1.89687E+004 -3.48842E+005
34.91 -1 +4.54966E-011 +5.45140E-002 +1.90134E+004 -3.48781E+005
34.91 -1 +4.54954E-011 +5.45555E-002 +1.90283E+004 -3.48788E+005
34.91 -1 +4.54963E-011 +5.44882E-002 +1.90046E+004 -3.48784E+005
34.91 -1 +4.54966E-011 +5.45833E-002 +1.90375E+004 -3.48778E+005
34.91 -1 +4.54953E-011 +5.43772E-002 +1.89666E+004 -3.48796E+005
34.91 -1 +4.55054E-011 +5.46039E-002 +1.90409E+004 -3.48710E+005
34.91 -1 +4.54974E-011 +5.45370E-002 +1.90211E+004 -3.48774E+005
35.25 -1 +4.55036E-011 +5.44116E-002 +1.89750E+004 -3.48731E+005
35.25 -1 +4.55073E-011 +5.46644E-002 +1.90611E+004 -3.48693E+005
35.25 -1 +4.55073E-011 +5.45610E-002 +1.90252E+004 -3.48697E+005
35.25 -1 +4.55035E-011 +5.44655E-002 +1.89937E+004 -3.48730E+005
35.25 -1 +4.55108E-011 +5.47619E-002 +1.90934E+004 -3.48663E+005
35.25 -1 +4.55101E-011 +5.46454E-002 +1.90533E+004 -3.48672E+005
35.25 -1 +4.55211E-011 +5.45909E-002 +1.90299E+004 -3.48590E+005
35.25 -1 +4.55144E-011 +5.45977E-002 +1.90350E+004 -3.48641E+005
35.25 -1 +4.55144E-011 +5.44228E-002 +1.89744E+004 -3.48648E+005
35.25 -1 +4.55272E-011 +5.44093E-002 +1.89644E+004 -3.48551E+005
35.25 -1 +4.55175E-011 +5.46466E-002 +1.90506E+004 -3.48616E+005
35.25 -1 +4.55296E-011 +5.44407E-002 +1.89742E+004 -3.48530E+005
35.25 -1 +4.55263E-011 +5.46508E-002 +1.90484E+004 -3.48548E+005
35.25 -1 +4.55273E-011 +5.46260E-002 +1.90394E+004 -3.48541E+005
35.25 -1 +4.55373E-011 +5.46319E-002 +1.90373E+004 -3.48465E+005
35.25 -1 +4.55352E-011 +5.45733E-002 +1.90179E+004 -3.48483E+005
35.25 -1 +4.55318E-011 +5.45128E-002 +1.89983E+004 -3.48511E+005
35.25 -1 +4.55389E-011 +5.44410E-002 +1.89705E+004 -3.48459E+005
35.25 -1 +4.55417E-011 +5.47493E-002 +1.90761E+004 -3.48426E+005
35.25 -1 +4.55456E-011 +5.45676E-002 +1.90115E+004 -3.48403E+005
35.65 -1 +4.55425E-011 +5.45963E-002 +1.90228E+004 -3.48426E+005
35.65 -1 +4.55469E-011 +5.43940E-002 +1.89509E+004 -3.48400E+005
35.65 -1 +4.55622E-011 +5.46297E-002 +1.90261E+004 -3.48274E+005
35.65 -1 +4.55499E-011 +5.47527E-002 +1.90738E+004 -3.48363E+005
35.65 -1 +4.55535E-011 +5.45405E-002 +1.89989E+004 -3.48344E+005
35.65 -1 +4.55563E-011 +5.45861E-002 +1.90135E+004 -3.48321E+005
35.65 -1 +4.55532E-011 +5.46830E-002 +1.90483E+004 -3.48341E+005
35.65 -1 +4.55608E-011 +5.45329E-002 +1.89932E+004 -3.48288E+005
35.65 -1 +4.55558E-011 +5.47015E-002 +1.90536E+004 -3.48320E+005
35.65 -1 +4.55620E-011 +5.44772E-002 +1.89734E+004 -3.48282E+005
35.65 -1 +4.55658E-011 +5.47423E-002 +1.90636E+004 -3.48243E+005
35.65 -1 +4.55670E-011 +5.44094E-002 +1.89478E+004 -3.48246E+005
35.65 -1 +4.55652E-011 +5.45466E-002 +1.89961E+004 -3.48254E+005
35.65 -1 +4.55777E-011 +5.45517E-002 +1.89926E+004 -3.48159E+005
35.65 -1 +4.55699E-011 +5.47696E-002 +1.90713E+004 -3.48210E+005
35.65 -1 +4.55787E-011 +5.46776E-002 +1.90358E+004 -3.48146E+005
35.65 -1 +4.55815E-011 +5.48029E-002 +1.90780E+004 -3.48120E+005
35.65 -1 +4.55779E-011 +5.45132E-002 +1.89793E+004 -3.48159E+005
35.65 -1 +4.55805E-011 +5.46991E-002 +1.90425E+004 -3.48132E+005
35.65 -1 +4.55802E-011 +5.46442E-002 +1.90236E+004 -3.48136E+005
35.65 -1 +4.55866E-011 +5.46447E-002 +1.90211E+004 -3.48087E+005
36.13 -1 +4.55911E-011 +5.47169E-002 +1.90442E+004 -3.48050E+005
36.13 -1 +4.55836E-011 +5.47819E-002 +1.90698E+004 -3.48105E+005
36.13 -1 +4.55952E-011 +5.45534E-002 +1.89860E+004 -3.48025E+005
36.13 -1 +4.55904E-011 +5.46610E-002 +1.90252E+004 -3.48058E+005
36.13 -1 +4.55949E-011 +5.45984E-002 +1.90016E+004 -3.48025E+005
36.13 -1 +4.55980E-011 +5.45612E-002 +1.89875E+004 -3.48004E+005
36.13 -1 +4.56006E-011 +5.46548E-002 +1.90188E+004 -3.47980E+005
36.13 -1 +4.56007E-011 +5.46234E-002 +1.90079E+004 -3.47980E+005
36.13 -1 +4.56024E-011 +5.47454E-002 +1.90494E+004 -3.47963E+005
36.13 -1 +4.55985E-011 +5.47734E-002 +1.90607E+004 -3.47992E+005
36.13 -1 +4.56108E-011 +5.47317E-002 +1.90411E+004 -3.47899E+005
36.13 -1 +4.56118E-011 +5.47090E-002 +1.90328E+004 -3.47893E+005
36.13 -1 +4.56118E-011 +5.47547E-002 +1.90486E+004 -3.47891E+005
36.13 -1 +4.56197E-011 +5.47812E-002 +1.90545E+004 -3.47829E+005
36.13 -1 +4.56141E-011 +5.48256E-002 +1.90722E+004 -3.47870E+005
36.13 -1 +4.56141E-011 +5.45506E-002 +1.89771E+004 -3.47881E+005
36.13 -1 +4.56162E-011 +5.46455E-002 +1.90091E+004 -3.47861E+005
36.13 -1 +4.56176E-011 +5.47514E-002 +1.90451E+004 -3.47846E+005
36.13 -1 +4.56177E-011 +5.47991E-002 +1.90616E+004 -3.47844E+005
36.13 -1 +4.56235E-011 +5.46759E-002 +1.90165E+004 -3.47805E+005
36.13 -1 +4.56266E-011 +5.46162E-002 +1.89946E+004 -3.47783E+005
36.54 -1 +4.56307E-011 +5.47593E-002 +1.90423E+004 -3.47746E+005
36.54 -1 +4.56251E-011 +5.46683E-002 +1.90132E+004 -3.47793E+005
36.54 -1 +4.56334E-011 +5.46259E-002 +1.89951E+004 -3.47731E+005
36.54 -1 +4.56351E-011 +5.47112E-002 +1.90239E+004 -3.47715E+005
36.54 -1 +4.56333E-011 +5.47089E-002 +1.90239E+004 -3.47728E+005
36.54 -1 +4.56357E-011 +5.47057E-002 +1.90218E+004 -3.47711E+005
36.54 -1 +4.56332E-011 +5.47716E-002 +1.90456E+004 -3.47727E+005
36.54 -1 +4.56397E-011 +5.47255E-002 +1.90269E+004 -3.47679E+005
36.54 -1 +4.56460E-011 +5.46702E-002 +1.90052E+004 -3.47633E+005
36.54 -1 +4.56410E-011 +5.46952E-002 +1.90159E+004 -3.47670E+005
36.54 -1 +4.56484E-011 +5.47108E-002 +1.90182E+004 -3.47614E+005
36.54 -1 +4.56497E-011 +5.47507E-002 +1.90315E+004 -3.47602E+005
36.54 -1 +4.56503E-011 +5.47248E-002 +1.90222E+004 -3.47598E+005
36.54 -1 +4.56564E-011 +5.47643E-002 +1.90333E+004 -3.47550E+005
36.54 -1 +4.56479E-011 +5.48128E-002 +1.90537E+004 -3.47613E+005
36.54 -1 +4.56539E-011 +5.47956E-002 +1.90452E+004 -3.47568E+005
36.54 -1 +4.56562E-011 +5.48004E-002 +1.90459E+004 -3.47551E+005
36.54 -1 +4.56613E-011 +5.47568E-002 +1.90287E+004 -3.47513E+005
36.54 -1 +4.56597E-011 +5.48536E-002 +1.90628E+004 -3.47522E+005
36.54 -1 +4.56612E-011 +5.49111E-002 +1.90821E+004 -3.47508E+005
36.54 -1 +4.56697E-011 +5.46823E-002 +1.89995E+004 -3.47452E+005
36.87 -1 +4.56682E-011 +5.48711E-002 +1.90653E+004 -3.47457E+005
36.87 -1 +4.56681E-011 +5.49445E-002 +1.90907E+004 -3.47455E+005
36.87 -1 +4.56687E-011 +5.46456E-002 +1.89873E+004 -3.47462E+005
36.87 -1 +4.56773E-011 +5.47118E-002 +1.90065E+004 -3.47394E+005
36.87 -1 +4.56688E-011 +5.48200E-002 +1.90474E+004 -3.47454E+005
36.87 -1 +4.56767E-011 +5.47497E-002 +1.90199E+004 -3.47397E+005
36.87 -1 +4.56759E-011 +5.48523E-002 +1.90556E+004 -3.47399E+005
36.87 -1 +4.56837E-011 +5.46984E-002 +1.89992E+004 -3.47345E+005
36.87 -1 +4.56877E-011 +5.47950E-002 +1.90309E+004 -3.47311E+005
36.87 -1 +4.56848E-011 +5.48259E-002 +1.90428E+004 -3.47332E+005
36.87 -1 +4.56886E-011 +5.47105E-002 +1.90014E+004 -3.47307E+005
36.87 -1 +4.56914E-011 +5.48245E-002 +1.90396E+004 -3.47282E+005
36.87 -1 +4.56918E-011 +5.49329E-002 +1.90768E+004 -3.47274E+005
36.87 -1 +4.56891E-011 +5.47733E-002 +1.90228E+004 -3.47301E+005
