T_thermocontroller T_self C D R X
146.62 -1 +7.09963E-011 +8.89248E-002 +1.97782E+004 -2.22415E+005
146.62 -1 +7.09784E-011 +8.84997E-002 +1.96901E+004 -2.22488E+005
146.62 -1 +7.10240E-011 +8.85670E-002 +1.96922E+004 -2.22342E+005
146.62 -1 +7.09870E-011 +8.88237E-002 +1.97586E+004 -2.22448E+005
146.62 -1 +7.10104E-011 +8.84545E-002 +1.96713E+004 -2.22389E+005
146.62 -1 +7.10070E-011 +8.88534E-002 +1.97596E+004 -2.22384E+005
146.62 -1 +7.10044E-011 +8.85374E-002 +1.96911E+004 -2.22404E+005
146.62 -1 +7.10280E-011 +8.87853E-002 +1.97388E+004 -2.22321E+005
146.62 -1 +7.09755E-011 +8.87731E-002 +1.97508E+004 -2.22486E+005
146.62 -1 +7.09991E-011 +8.83482E-002 +1.96512E+004 -2.22428E+005
146.62 -1 +7.09968E-011 +8.88288E-002 +1.97570E+004 -2.22417E+005
146.62 -1 +7.09918E-011 +8.84613E-002 +1.96779E+004 -2.22447E+005
146.62 -1 +7.10095E-011 +8.87030E-002 +1.97260E+004 -2.22382E+005
146.62 -1 +7.09695E-011 +8.88299E-002 +1.97649E+004 -2.22502E+005
146.62 -1 +7.10015E-011 +8.84733E-002 +1.96779E+004 -2.22416E+005
146.62 -1 +7.10006E-011 +8.89122E-002 +1.97742E+004 -2.22402E+005
146.62 -1 +7.09875E-011 +8.84638E-002 +1.96797E+004 -2.22460E+005
146.62 -1 +7.10150E-011 +8.86940E-002 +1.97224E+004 -2.22365E+005
146.62 -1 +7.09760E-011 +8.87876E-002 +1.97538E+004 -2.22484E+005
146.83 -1 +7.09695E-011 +8.84952E-002 +1.96915E+004 -2.22515E+005
146.83 -1 +7.09630E-011 +8.86289E-002 +1.97227E+004 -2.22531E+005
146.83 -1 +7.09193E-011 +8.87101E-002 +1.97526E+004 -2.22665E+005
146.83 -1 +7.09453E-011 +8.83535E-002 +1.96672E+004 -2.22597E+005
146.83 -1 +7.09328E-011 +8.86908E-002 +1.97446E+004 -2.22623E+005
146.83 -1 +7.09124E-011 +8.84673E-002 +1.97013E+004 -2.22696E+005
146.83 -1 +7.09548E-011 +8.85080E-002 +1.96984E+004 -2.22561E+005
146.83 -1 +7.09286E-011 +8.87095E-002 +1.97499E+004 -2.22635E+005
146.83 -1 +7.09519E-011 +8.84843E-002 +1.96941E+004 -2.22571E+005
146.83 -1 +7.09564E-011 +8.86880E-002 +1.97374E+004 -2.22549E+005
146.83 -1 +7.09486E-011 +8.88352E-002 +1.97719E+004 -2.22568E+005
146.83 -1 +7.09413E-011 +8.86291E-002 +1.97287E+004 -2.22599E+005
146.83 -1 +7.09708E-011 +8.85611E-002 +1.97056E+004 -2.22509E+005
146.83 -1 +7.09803E-011 +8.87737E-002 +1.97496E+004 -2.22471E+005
146.83 -1 +7.09493E-011 +8.85203E-002 +1.97027E+004 -2.22578E+005
146.83 -1 +7.09755E-011 +8.86768E-002 +1.97297E+004 -2.22490E+005
146.83 -1 +7.09720E-011 +8.88182E-002 +1.97616E+004 -2.22495E+005
146.83 -1 +7.09971E-011 +8.85083E-002 +1.96868E+004 -2.22428E+005
146.83 -1 +7.10211E-011 +8.84936E-002 +1.96769E+004 -2.22354E+005
146.83 -1 +7.10155E-011 +8.87806E-002 +1.97413E+004 -2.22360E+005
146.83 -1 +7.10208E-011 +8.85291E-002 +1.96847E+004 -2.22353E+005
147.32 -1 +7.10396E-011 +8.88720E-002 +1.97546E+004 -2.22281E+005
147.32 -1 +7.10194E-011 +8.86618E-002 +1.97142E+004 -2.22353E+005
147.32 -1 +7.10614E-011 +8.86504E-002 +1.97001E+004 -2.22222E+005
147.32 -1 +7.10344E-011 +8.90237E-002 +1.97892E+004 -2.22292E+005
147.32 -1 +7.10440E-011 +8.86034E-002 +1.96946E+004 -2.22278E+005
147.32 -1 +7.10628E-011 +8.87436E-002 +1.97200E+004 -2.22214E+005
147.32 -1 +7.10515E-011 +8.86828E-002 +1.97099E+004 -2.22251E+005
147.32 -1 +7.10771E-011 +8.85569E-002 +1.96753E+004 -2.22176E+005
147.32 -1 +7.10735E-011 +8.88403E-002 +1.97382E+004 -2.22177E+005
147.32 -1 +7.10555E-011 +8.87516E-002 +1.97238E+004 -2.22236E+005
147.32 -1 +7.10930E-011 +8.88252E-002 +1.97295E+004 -2.22116E+005
147.32 -1 +7.10679E-011 +8.87461E-002 +1.97192E+004 -2.22198E+005
147.32 -1 +7.10847E-011 +8.88716E-002 +1.97420E+004 -2.22140E+005
147.32 -1 +7.10612E-011 +8.90002E-002 +1.97766E+004 -2.22209E+005
147.32 -1 +7.10908E-011 +8.84568E-002 +1.96496E+004 -2.22137E+005
147.32 -1 +7.10938E-011 +8.90592E-002 +1.97805E+004 -2.22105E+005
147.32 -1 +7.10722E-011 +8.87096E-002 +1.97100E+004 -2.22186E+005
147.32 -1 +7.10998E-011 +8.87501E-002 +1.97112E+004 -2.22098E+005
147.32 -1 +7.10798E-011 +8.88781E-002 +1.97447E+004 -2.22155E+005
147.32 -1 +7.10983E-011 +8.85680E-002 +1.96718E+004 -2.22110E+005
147.32 -1 +7.10973E-011 +8.90265E-002 +1.97723E+004 -2.22095E+005
147.68 -1 +7.10917E-011 +8.87137E-002 +1.97055E+004 -2.22124E+005
147.68 -1 +7.11241E-011 +8.89963E-002 +1.97583E+004 -2.22012E+005
147.68 -1 +7.10999E-011 +8.88622E-002 +1.97357E+004 -2.22093E+005
147.68 -1 +7.11149E-011 +8.86387E-002 +1.96827E+004 -2.22055E+005
147.68 -1 +7.11036E-011 +8.91445E-002 +1.97964E+004 -2.22071E+005
147.68 -1 +7.10916E-011 +8.86125E-002 +1.96834E+004 -2.22129E+005
147.68 -1 +7.11350E-011 +8.88717E-002 +1.97280E+004 -2.21983E+005
147.68 -1 +7.11112E-011 +8.90124E-002 +1.97654E+004 -2.22052E+005
147.68 -1 +7.11418E-011 +8.88374E-002 +1.97186E+004 -2.21963E+005
147.68 -1 +7.11426E-011 +8.90602E-002 +1.97671E+004 -2.21952E+005
147.68 -1 +7.11569E-011 +8.88353E-002 +1.97140E+004 -2.21916E+005
147.68 -1 +7.11969E-011 +8.91051E-002 +1.97618E+004 -2.21781E+005
147.68 -1 +7.11569E-011 +8.92028E-002 +1.97943E+004 -2.21902E+005
147.68 -1 +7.11773E-011 +8.89505E-002 +1.97335E+004 -2.21848E+005
147.68 -1 +7.12024E-011 +8.90621E-002 +1.97509E+004 -2.21766E+005
147.68 -1 +7.11769E-011 +8.91470E-002 +1.97765E+004 -2.21842E+005
147.68 -1 +7.12010E-011 +8.88825E-002 +1.97121E+004 -2.21777E+005
147.68 -1 +7.12337E-011 +8.92014E-002 +1.97726E+004 -2.21663E+005
147.68 -1 +7.12009E-011 +8.92048E-002 +1.97825E+004 -2.21765E+005
147.68 -1 +7.12166E-011 +8.89114E-002 +1.97141E+004 -2.21727E+005
148.1 -1 +7.12585E-011 +8.91936E-002 +1.97640E+004 -2.21586E+005
148.1 -1 +7.12548E-011 +8.93301E-002 +1.97948E+004 -2.21592E+005
148.1 -1 +7.12499E-011 +8.90337E-002 +1.97316E+004 -2.21619E+005
148.1 -1 +7.12673E-011 +8.89789E-002 +1.97148E+004 -2.21567E+005
148.1 -1 +7.12711E-011 +8.92303E-002 +1.97686E+004 -2.21545E+005
148.1 -1 +7.12686E-011 +8.90277E-002 +1.97251E+004 -2.21561E+005
148.1 -1 +7.12905E-011 +8.92010E-002 +1.97568E+004 -2.21486E+005
148.1 -1 +7.12687E-011 +8.94186E-002 +1.98103E+004 -2.21545E+005
148.1 -1 +7.12682E-011 +8.89879E-002 +1.97165E+004 -2.21564E+005
148.1 -1 +7.13154E-011 +8.90203E-002 +1.97105E+004 -2.21416E+005
148.1 -1 +7.13297E-011 +8.91825E-002 +1.97419E+004 -2.21365E+005
148.1 -1 +7.13261E-011 +8.94792E-002 +1.98075E+004 -2.21365E+005
148.1 -1 +7.13558E-011 +8.90141E-002 +1.96980E+004 -2.21291E+005
148.1 -1 +7.13639E-011 +8.95782E-002 +1.98186E+004 -2.21244E+005
148.1 -1 +7.13537E-011 +8.91840E-002 +1.97356E+004 -2.21291E+005
148.1 -1 +7.13848E-011 +8.90868E-002 +1.97058E+004 -2.21198E+005
148.1 -1 +7.13838E-011 +8.94668E-002 +1.97888E+004 -2.21186E+005
148.1 -1 +7.14001E-011 +8.93386E-002 +1.97564E+004 -2.21141E+005
148.1 -1 +7.13946E-011 +8.95268E-002 +1.97989E+004 -2.21150E+005
148.1 -1 +7.13996E-011 +8.96832E-002 +1.98315E+004 -2.21129E+005
148.1 -1 +7.14058E-011 +8.93429E-002 +1.97558E+004 -2.21123E+005
148.52 -1 +7.14300E-011 +8.93968E-002 +1.97608E+004 -2.21046E+005
148.52 -1 +7.14133E-011 +8.95075E-002 +1.97895E+004 -2.21093E+005
148.52 -1 +7.14366E-011 +8.93127E-002 +1.97407E+004 -2.21029E+005
148.52 -1 +7.14164E-011 +8.96458E-002 +1.98187E+004 -2.21078E+005
148.52 -1 +7.14165E-011 +8.94693E-002 +1.97803E+004 -2.21085E+005
148.52 -1 +7.14357E-011 +8.91785E-002 +1.97117E+004 -2.21037E+005
148.52 -1 +7.14508E-011 +8.97201E-002 +1.98253E+004 -2.20969E+005
148.52 -1 +7.14177E-011 +8.93769E-002 +1.97599E+004 -2.21085E+005
148.52 -1 +7.14454E-011 +8.95722E-002 +1.97947E+004 -2.20991E+005
148.52 -1 +7.14447E-011 +8.93311E-002 +1.97425E+004 -2.21003E+005
148.52 -1 +7.14813E-011 +8.93481E-002 +1.97360E+004 -2.20889E+005
148.52 -1 +7.14565E-011 +8.97435E-002 +1.98289E+004 -2.20950E+005
148.52 -1 +7.14712E-011 +8.94371E-002 +1.97582E+004 -2.20917E+005
148.52 -1 +7.14957E-011 +8.96208E-002 +1.97913E+004 -2.20834E+005
148.52 -1 +7.14837E-011 +8.95549E-002 +1.97803E+004 -2.20874E+005
148.52 -1 +7.15088E-011 +8.95320E-002 +1.97684E+004 -2.20797E+005
148.52 -1 +7.14980E-011 +8.96741E-002 +1.98023E+004 -2.20825E+005
148.52 -1 +7.15139E-011 +8.93353E-002 +1.97243E+004 -2.20789E+005
148.52 -1 +7.15239E-011 +8.98391E-002 +1.98309E+004 -2.20738E+005
148.52 -1 +7.15070E-011 +8.98475E-002 +1.98375E+004 -2.20790E+005
148.52 -1 +7.15148E-011 +8.93922E-002 +1.97364E+004 -2.20784E+005
148.8 -1 +7.15305E-011 +8.96290E-002 +1.97835E+004 -2.20726E+005
148.8 -1 +7.15225E-011 +8.95267E-002 +1.97635E+004 -2.20755E+005
148.8 -1 +7.15419E-011 +8.96243E-002 +1.97793E+004 -2.20691E+005
148.8 -1 +7.15187E-011 +8.96860E-002 +1.97991E+004 -2.20760E+005
148.8 -1 +7.15309E-011 +8.93769E-002 +1.97286E+004 -2.20735E+005
148.8 -1 +7.15453E-011 +8.95716E-002 +1.97669E+004 -2.20683E+005
148.8 -1 +7.15378E-011 +8.99394E-002 +1.98489E+004 -2.20692E+005
148.8 -1 +7.15501E-011 +8.93691E-002 +1.97216E+004 -2.20676E+005
148.8 -1 +7.15610E-011 +8.97836E-002 +1.98086E+004 -2.20626E+005
148.8 -1 +7.15567E-011 +8.96162E-002 +1.97734E+004 -2.20646E+005
148.8 -1 +7.15694E-011 +8.97826E-002 +1.98061E+004 -2.20600E+005
148.8 -1 +7.15695E-011 +8.96653E-002 +1.97806E+004 -2.20604E+005
148.8 -1 +7.15748E-011 +8.95311E-002 +1.97500E+004 -2.20594E+005
148.8 -1 +7.16054E-011 +8.97338E-002 +1.97855E+004 -2.20491E+005
148.8 -1 +7.15907E-011 +8.97732E-002 +1.97981E+004 -2.20535E+005
148.8 -1 +7.16148E-011 +8.96292E-002 +1.97602E+004 -2.20466E+005
148.8 -1 +7.16062E-011 +8.98288E-002 +1.98059E+004 -2.20485E+005
148.8 -1 +7.16158E-011 +8.96561E-002 +1.97658E+004 -2.20462E+005
148.8 -1 +7.16293E-011 +8.98592E-002 +1.98061E+004 -2.20413E+005
148.8 -1 +7.16219E-011 +9.01345E-002 +1.98679E+004 -2.20425E+005
148.8 -1 +7.16190E-011 +8.94159E-002 +1.97128E+004 -2.20462E+005
149.22 -1 +7.16542E-011 +8.99223E-002 +1.98129E+004 -2.20334E+005
149.22 -1 +7.16302E-011 +8.98632E-002 +1.98068E+004 -2.20410E+005
149.22 -1 +7.16364E-011 +8.96747E-002 +1.97641E+004 -2.20398E+005
149.22 -1 +7.16398E-011 +8.99202E-002 +1.98164E+004 -2.20378E+005
149.22 -1 +7.16215E-011 +8.97810E-002 +1.97913E+004 -2.20440E+005
149.22 -1 +7.16471E-011 +8.96508E-002 +1.97560E+004 -2.20366E+005
149.22 -1 +7.16613E-011 +9.00008E-002 +1.98280E+004 -2.20309E+005
149.22 -1 +7.16319E-011 +8.96992E-002 +1.97707E+004 -2.20411E+005
149.22 -1 +7.16587E-011 +8.99740E-002 +1.98229E+004 -2.20318E+005
149.22 -1 +7.16537E-011 +9.02373E-002 +1.98813E+004 -2.20323E+005
149.22 -1 +7.16738E-011 +8.96415E-002 +1.97466E+004 -2.20284E+005
149.22 -1 +7.17072E-011 +8.98832E-002 +1.97898E+004 -2.20172E+005
149.22 -1 +7.16949E-011 +9.00176E-002 +1.98223E+004 -2.20205E+005
149.22 -1 +7.17320E-011 +8.97763E-002 +1.97598E+004 -2.20101E+005
149.22 -1 +7.17162E-011 +9.00238E-002 +1.98178E+004 -2.20139E+005
149.22 -1 +7.17130E-011 +8.99363E-002 +1.97997E+004 -2.20152E+005
149.22 -1 +7.17402E-011 +8.96901E-002 +1.97389E+004 -2.20079E+005
149.22 -1 +7.17356E-011 +9.02983E-002 +1.98718E+004 -2.20069E+005
149.22 -1 +7.17341E-011 +9.01160E-002 +1.98328E+004 -2.20081E+005
149.22 -1 +7.17853E-011 +8.98124E-002 +1.97529E+004 -2.19936E+005
149.64 -1 +7.17575E-011 +9.00804E-002 +1.98186E+004 -2.20010E+005
149.64 -1 +7.17637E-011 +8.99288E-002 +1.97841E+004 -2.19997E+005
149.64 -1 +7.17844E-011 +9.02794E-002 +1.98542E+004 -2.19920E+005
149.64 -1 +7.17677E-011 +9.02366E-002 +1.98496E+004 -2.19973E+005
149.64 -1 +7.17957E-011 +8.98710E-002 +1.97628E+004 -2.19901E+005
149.64 -1 +7.17846E-011 +9.02464E-002 +1.98471E+004 -2.19921E+005
149.64 -1 +7.17822E-011 +9.00580E-002 +1.98069E+004 -2.19935E+005
149.64 -1 +7.18122E-011 +8.99193E-002 +1.97687E+004 -2.19849E+005
149.64 -1 +7.17888E-011 +8.99605E-002 +1.97840E+004 -2.19919E+005
149.64 -1 +7.18276E-011 +9.00146E-002 +1.97850E+004 -2.19798E+005
149.64 -1 +7.18144E-011 +9.02586E-002 +1.98414E+004 -2.19829E+005
149.64 -1 +7.18188E-011 +8.97676E-002 +1.97340E+004 -2.19835E+005
149.64 -1 +7.18398E-011 +9.00289E-002 +1.97848E+004 -2.19760E+005
149.64 -1 +7.18119E-011 +9.02590E-002 +1.98422E+004 -2.19837E+005
149.64 -1 +7.18138E-011 +9.00464E-002 +1.97957E+004 -2.19839E+005
149.64 -1 +7.18337E-011 +9.02093E-002 +1.98255E+004 -2.19772E+005
149.64 -1 +7.18122E-011 +9.00202E-002 +1.97905E+004 -2.19845E+005
149.64 -1 +7.18378E-011 +8.98384E-002 +1.97441E+004 -2.19774E+005
149.64 -1 +7.18467E-011 +9.04616E-002 +1.98764E+004 -2.19722E+005
149.64 -1 +7.18369E-011 +9.02066E-002 +1.98240E+004 -2.19762E+005
149.64 -1 +7.18328E-011 +9.00469E-002 +1.97906E+004 -2.19781E+005
149.85 -1 +7.18536E-011 +9.01589E-002 +1.98091E+004 -2.19713E+005
149.85 -1 +7.18349E-011 +8.99036E-002 +1.97590E+004 -2.19780E+005
149.85 -1 +7.18643E-011 +9.02957E-002 +1.98357E+004 -2.19675E+005
149.85 -1 +7.18664E-011 +9.00093E-002 +1.97732E+004 -2.19680E+005
149.85 -1 +7.18817E-011 +9.01079E-002 +1.97903E+004 -2.19629E+005
149.85 -1 +7.18863E-011 +9.03805E-002 +1.98480E+004 -2.19604E+005
149.85 -1 +7.18760E-011 +9.02654E-002 +1.98259E+004 -2.19640E+005
149.85 -1 +7.19024E-011 +9.00635E-002 +1.97750E+004 -2.19568E+005
149.85 -1 +7.18850E-011 +9.05476E-002 +1.98844E+004 -2.19602E+005
149.85 -1 +7.18930E-011 +9.00866E-002 +1.97826E+004 -2.19595E+005
149.85 -1 +7.19047E-011 +9.03200E-002 +1.98298E+004 -2.19550E+005
149.85 -1 +7.18775E-011 +9.01615E-002 +1.98031E+004 -2.19640E+005
149.85 -1 +7.18879E-011 +9.01490E-002 +1.97975E+004 -2.19609E+005
149.85 -1 +7.18666E-011 +9.03725E-002 +1.98517E+004 -2.19665E+005
149.85 -1 +7.18729E-011 +9.01213E-002 +1.97956E+004 -2.19655E+005
149.85 -1 +7.18818E-011 +9.00400E-002 +1.97756E+004 -2.19631E+005
149.85 -1 +7.18641E-011 +9.05434E-002 +1.98893E+004 -2.19666E+005
149.85 -1 +7.18512E-011 +9.01129E-002 +1.97998E+004 -2.19722E+005
149.85 -1 +7.18544E-011 +9.04062E-002 +1.98623E+004 -2.19701E+005
149.85 -1 +7.18357E-011 +9.01168E-002 +1.98049E+004 -2.19769E+005
149.85 -1 +7.18518E-011 +8.98557E-002 +1.97440E+004 -2.19730E+005
150.34 -1 +7.18564E-011 +9.01226E-002 +1.98005E+004 -2.19706E+005
150.34 -1 +7.18465E-011 +9.02308E-002 +1.98266E+004 -2.19732E+005
150.34 -1 +7.18533E-011 +9.00518E-002 +1.97860E+004 -2.19718E+005
150.34 -1 +7.18620E-011 +9.02959E-002 +1.98364E+004 -2.19682E+005
150.34 -1 +7.18827E-011 +9.00932E-002 +1.97869E+004 -2.19627E+005
150.34 -1 +7.18642E-011 +9.03021E-002 +1.98371E+004 -2.19675E+005
150.34 -1 +7.18564E-011 +9.00254E-002 +1.97794E+004 -2.19710E+005
150.34 -1 +7.18610E-011 +9.01479E-002 +1.98047E+004 -2.19691E+005
150.34 -1 +7.18651E-011 +9.04318E-002 +1.98649E+004 -2.19667E+005
150.34 -1 +7.18769E-011 +9.02539E-002 +1.98232E+004 -2.19638E+005
150.34 -1 +7.19247E-011 +9.02120E-002 +1.98010E+004 -2.19494E+005
150.34 -1 +7.19285E-011 +9.07899E-002 +1.99247E+004 -2.19459E+005
150.34 -1 +7.19628E-011 +9.02163E-002 +1.97914E+004 -2.19377E+005
150.34 -1 +7.19312E-011 +9.03861E-002 +1.98368E+004 -2.19467E+005
150.34 -1 +7.19438E-011 +9.02552E-002 +1.98050E+004 -2.19434E+005
150.34 -1 +7.19608E-011 +9.05522E-002 +1.98645E+004 -2.19370E+005
150.34 -1 +7.19620E-011 +9.03838E-002 +1.98278E+004 -2.19373E+005
150.34 -1 +7.19710E-011 +9.04522E-002 +1.98400E+004 -2.19343E+005
150.34 -1 +7.19844E-011 +9.06925E-002 +1.98882E+004 -2.19293E+005
150.34 -1 +7.19420E-011 +9.06687E-002 +1.98948E+004 -2.19423E+005
150.55 -1 +7.19626E-011 +9.02307E-002 +1.97946E+004 -2.19377E+005
150.55 -1 +7.19787E-011 +9.05959E-002 +1.98690E+004 -2.19314E+005
150.55 -1 +7.19733E-011 +9.02772E-002 +1.98017E+004 -2.19343E+005
150.55 -1 +7.19859E-011 +9.02955E-002 +1.98021E+004 -2.19304E+005
150.55 -1 +7.20037E-011 +9.06199E-002 +1.98672E+004 -2.19237E+005
150.55 -1 +7.20235E-011 +9.04476E-002 +1.98246E+004 -2.19183E+005
150.55 -1 +7.20591E-011 +9.05465E-002 +1.98361E+004 -2.19071E+005
150.55 -1 +7.20386E-011 +9.05361E-002 +1.98395E+004 -2.19134E+005
150.55 -1 +7.20649E-011 +9.04341E-002 +1.98103E+004 -2.19058E+005
150.55 -1 +7.20294E-011 +9.07041E-002 +1.98783E+004 -2.19155E+005
150.55 -1 +7.20364E-011 +9.03380E-002 +1.97974E+004 -2.19149E+005
150.55 -1 +7.20402E-011 +9.04299E-002 +1.98162E+004 -2.19133E+005
150.55 -1 +7.20346E-011 +9.06659E-002 +1.98686E+004 -2.19141E+005
150.55 -1 +7.20413E-011 +9.05558E-002 +1.98430E+004 -2.19125E+005
150.55 -1 +7.20480E-011 +9.06284E-002 +1.98568E+004 -2.19102E+005
150.55 -1 +7.20416E-011 +9.08246E-002 +1.99009E+004 -2.19113E+005
150.55 -1 +7.20839E-011 +9.05753E-002 +1.98355E+004 -2.18995E+005
150.55 -1 +7.20815E-011 +9.07501E-002 +1.98738E+004 -2.18995E+005
150.55 -1 +7.20955E-011 +9.03422E-002 +1.97821E+004 -2.18968E+005
150.55 -1 +7.21083E-011 +9.06551E-002 +1.98460E+004 -2.18918E+005
150.55 -1 +7.21115E-011 +9.06862E-002 +1.98518E+004 -2.18907E+005
150.97 -1 +7.21066E-011 +9.06248E-002 +1.98399E+004 -2.18924E+005
150.97 -1 +7.21243E-011 +9.05191E-002 +1.98123E+004 -2.18874E+005
150.97 -1 +7.21089E-011 +9.07351E-002 +1.98631E+004 -2.18912E+005
150.97 -1 +7.21226E-011 +9.06822E-002 +1.98479E+004 -2.18873E+005
150.97 -1 +7.20979E-011 +9.07092E-002 +1.98605E+004 -2.18947E+005
150.97 -1 +7.21030E-011 +9.03772E-002 +1.97876E+004 -2.18944E+005
150.97 -1 +7.21182E-011 +9.07940E-002 +1.98732E+004 -2.18882E+005
150.97 -1 +7.21039E-011 +9.05962E-002 +1.98345E+004 -2.18933E+005
150.97 -1 +7.21256E-011 +9.05203E-002 +1.98122E+004 -2.18870E+005
150.97 -1 +7.21443E-011 +9.07404E-002 +1.98545E+004 -2.18805E+005
150.97 -1 +7.21199E-011 +9.08340E-002 +1.98813E+004 -2.18875E+005
150.97 -1 +7.21533E-011 +9.07709E-002 +1.98585E+004 -2.18776E+005
150.97 -1 +7.21481E-011 +9.08386E-002 +1.98745E+004 -2.18790E+005
150.97 -1 +7.21472E-011 +9.05429E-002 +1.98111E+004 -2.18804E+005
150.97 -1 +7.21738E-011 +9.06367E-002 +1.98240E+004 -2.18720E+005
150.97 -1 +7.21811E-011 +9.09359E-002 +1.98864E+004 -2.18686E+005
150.97 -1 +7.21804E-011 +9.06815E-002 +1.98318E+004 -2.18698E+005
150.97 -1 +7.21993E-011 +9.08493E-002 +1.98627E+004 -2.18634E+005
150.97 -1 +7.21814E-011 +9.08440E-002 +1.98665E+004 -2.18688E+005
150.97 -1 +7.22199E-011 +9.06916E-002 +1.98232E+004 -2.18578E+005
150.97 -1 +7.22350E-011 +9.09246E-002 +1.98691E+004 -2.18523E+005
151.4 -1 +7.22224E-011 +9.05877E-002 +1.98001E+004 -2.18574E+005
151.4 -1 +7.22446E-011 +9.07296E-002 +1.98246E+004 -2.18501E+005
151.4 -1 +7.22436E-011 +9.10359E-002 +1.98906E+004 -2.18492E+005
151.4 -1 +7.22508E-011 +9.08569E-002 +1.98502E+004 -2.18478E+005
151.4 -1 +7.22624E-011 +9.10430E-002 +1.98870E+004 -2.18435E+005
151.4 -1 +7.22802E-011 +9.07699E-002 +1.98234E+004 -2.18392E+005
151.4 -1 +7.22975E-011 +9.11448E-002 +1.98992E+004 -2.18325E+005
151.4 -1 +7.22671E-011 +9.08973E-002 +1.98544E+004 -2.18427E+005
151.4 -1 +7.23085E-011 +9.08129E-002 +1.98249E+004 -2.18305E+005
151.4 -1 +7.23067E-011 +9.10913E-002 +1.98852E+004 -2.18300E+005
151.4 -1 +7.22912E-011 +9.12191E-002 +1.99169E+004 -2.18341E+005
151.4 -1 +7.23150E-011 +9.05720E-002 +1.97714E+004 -2.18295E+005
151.4 -1 +7.23128E-011 +9.11218E-002 +1.98901E+004 -2.18280E+005
151.4 -1 +7.23346E-011 +9.07124E-002 +1.97962E+004 -2.18230E+005
151.4 -1 +7.23600E-011 +9.12319E-002 +1.99007E+004 -2.18133E+005
151.4 -1 +7.23433E-011 +9.12248E-002 +1.99038E+004 -2.18184E+005
151.4 -1 +7.23427E-011 +9.10486E-002 +1.98661E+004 -2.18193E+005
151.4 -1 +7.23900E-011 +9.09214E-002 +1.98259E+004 -2.18055E+005
151.4 -1 +7.23636E-011 +9.14485E-002 +1.99462E+004 -2.18114E+005
151.4 -1 +7.24122E-011 +9.09817E-002 +1.98327E+004 -2.17986E+005
151.4 -1 +7.23813E-011 +9.14078E-002 +1.99326E+004 -2.18062E+005
151.75 -1 +7.24035E-011 +9.07856E-002 +1.97931E+004 -2.18020E+005
151.75 -1 +7.24315E-011 +9.11071E-002 +1.98543E+004 -2.17923E+005
151.75 -1 +7.24321E-011 +9.13704E-002 +1.99106E+004 -2.17910E+005
151.75 -1 +7.24347E-011 +9.09530E-002 +1.98204E+004 -2.17919E+005
151.75 -1 +7.24534E-011 +9.12400E-002 +1.98768E+004 -2.17852E+005
151.75 -1 +7.24320E-011 +9.10232E-002 +1.98362E+004 -2.17925E+005
151.75 -1 +7.24499E-011 +9.11055E-002 +1.98489E+004 -2.17868E+005
151.75 -1 +7.24488E-011 +9.14280E-002 +1.99183E+004 -2.17858E+005
151.75 -1 +7.24412E-011 +9.10404E-002 +1.98374E+004 -2.17896E+005
151.75 -1 +7.24836E-011 +9.13044E-002 +1.98823E+004 -2.17758E+005
151.75 -1 +7.24724E-011 +9.14715E-002 +1.99212E+004 -2.17786E+005
151.75 -1 +7.24881E-011 +9.12304E-002 +1.98652E+004 -2.17748E+005
151.75 -1 +7.25180E-011 +9.13019E-002 +1.98723E+004 -2.17655E+005
151.75 -1 +7.25019E-011 +9.11719E-002 +1.98489E+004 -2.17709E+005
151.75 -1 +7.25210E-011 +9.09928E-002 +1.98054E+004 -2.17658E+005
151.75 -1 +7.25080E-011 +9.13388E-002 +1.98830E+004 -2.17684E+005
151.75 -1 +7.25338E-011 +9.12085E-002 +1.98480E+004 -2.17611E+005
151.75 -1 +7.25576E-011 +9.13269E-002 +1.98668E+004 -2.17535E+005
151.75 -1 +7.25469E-011 +9.14691E-002 +1.99002E+004 -2.17562E+005
151.75 -1 +7.25591E-011 +9.12645E-002 +1.98531E+004 -2.17533E+005
152.03 -1 +7.25719E-011 +9.14865E-002 +1.98971E+004 -2.17486E+005
152.03 -1 +7.25592E-011 +9.14768E-002 +1.98985E+004 -2.17525E+005
152.03 -1 +7.25872E-011 +9.14575E-002 +1.98867E+004 -2.17442E+005
152.03 -1 +7.25807E-011 +9.16020E-002 +1.99193E+004 -2.17455E+005
152.03 -1 +7.25761E-011 +9.14992E-002 +1.98986E+004 -2.17473E+005
152.03 -1 +7.26221E-011 +9.14919E-002 +1.98845E+004 -2.17336E+005
152.03 -1 +7.25964E-011 +9.14804E-002 +1.98891E+004 -2.17413E+005
152.03 -1 +7.26238E-011 +9.12441E-002 +1.98310E+004 -2.17340E+005
152.03 -1 +7.26385E-011 +9.16533E-002 +1.99144E+004 -2.17280E+005
152.03 -1 +7.26366E-011 +9.13693E-002 +1.98543E+004 -2.17297E+005
152.03 -1 +7.26514E-011 +9.14770E-002 +1.98733E+004 -2.17249E+005
152.03 -1 +7.26480E-011 +9.14549E-002 +1.98695E+004 -2.17260E+005
152.03 -1 +7.26607E-011 +9.14306E-002 +1.98608E+004 -2.17223E+005
152.03 -1 +7.26642E-011 +9.17083E-002 +1.99192E+004 -2.17201E+005
152.03 -1 +7.26702E-011 +9.17549E-002 +1.99275E+004 -2.17181E+005
152.03 -1 +7.26911E-011 +9.13338E-002 +1.98318E+004 -2.17136E+005
