PZO (001), 28.12.22
Diameter[mm] 7.000e-02  Thickness[mm] 5.000e-05  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=1.5000e+02  AC Volt  [Vrms]=5.000e-02
 Freq. [Hz]	 Eps'	 Eps''
2.00000e+01	3.41807e+02	2.38679e+02
2.80000e+01	3.43312e+02	2.35600e+02
3.92000e+01	3.36028e+02	1.70931e+02
5.48800e+01	3.35805e+02	1.25480e+02
7.68300e+01	3.34034e+02	9.64724e+01
1.07560e+02	3.30261e+02	7.03668e+01
1.50590e+02	3.27092e+02	5.37729e+01
2.10830e+02	3.24615e+02	4.28310e+01
2.95160e+02	3.22235e+02	3.56051e+01
4.13220e+02	3.20000e+02	3.08509e+01
5.78510e+02	3.17363e+02	2.80249e+01
8.09910e+02	3.14657e+02	2.72667e+01
1.13388e+03	3.11727e+02	2.79942e+01
1.58743e+03	3.08489e+02	3.04752e+01
2.22240e+03	3.04773e+02	3.48182e+01
3.11136e+03	3.00213e+02	4.13601e+01
4.35591e+03	2.94259e+02	5.03377e+01
6.09827e+03	2.85988e+02	6.22950e+01
8.53758e+03	2.73969e+02	7.74201e+01
1.19526e+04	2.56330e+02	9.49611e+01
1.67337e+04	2.31099e+02	1.12961e+02
2.34271e+04	1.97227e+02	1.27568e+02
3.27980e+04	1.56763e+02	1.33779e+02
4.59171e+04	1.15517e+02	1.28566e+02
6.42840e+04	7.99804e+01	1.13427e+02
8.99976e+04	5.37178e+01	9.34578e+01
1.25997e+05	3.65114e+01	7.34132e+01
1.76395e+05	2.59603e+01	5.62483e+01
2.46953e+05	1.96058e+01	4.27361e+01
3.00000e+05	1.56029e+01	3.26443e+01
