PZO (001), 28.12.22
Diameter[mm] 7.000e-02  Thickness[mm] 1.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=1.6000e+02  AC Volt  [Vrms]=5.000e-02
 Freq. [Hz]	 Eps'	 Eps''
2.80000e+01	3.54082e+02	9.48398e+01
3.92000e+01	3.39489e+02	7.94585e+01
5.48800e+01	3.29087e+02	6.62498e+01
7.68300e+01	3.24906e+02	5.66282e+01
1.07560e+02	3.14709e+02	5.00689e+01
1.50590e+02	3.08006e+02	4.31035e+01
2.10830e+02	3.01690e+02	4.04132e+01
2.95160e+02	2.94902e+02	3.59951e+01
4.13220e+02	2.88848e+02	3.36159e+01
5.78510e+02	2.83022e+02	3.11248e+01
8.09910e+02	2.77288e+02	2.95828e+01
1.13388e+03	2.71768e+02	2.82995e+01
1.58743e+03	2.66388e+02	2.73745e+01
2.22240e+03	2.61023e+02	2.63012e+01
3.11136e+03	2.56043e+02	2.54192e+01
4.35591e+03	2.51027e+02	2.51790e+01
6.09827e+03	2.46248e+02	2.49092e+01
8.53758e+03	2.41618e+02	2.51563e+01
1.19526e+04	2.37050e+02	2.56386e+01
1.67337e+04	2.31004e+02	2.63477e+01
2.34271e+04	2.26543e+02	2.82320e+01
3.27980e+04	2.21909e+02	3.11055e+01
4.59171e+04	2.16860e+02	3.51834e+01
6.42840e+04	2.10974e+02	4.09338e+01
8.99976e+04	2.03581e+02	4.82731e+01
1.25997e+05	1.93463e+02	5.74669e+01
1.76395e+05	1.79733e+02	6.75942e+01
2.46953e+05	1.61430e+02	7.70455e+01
3.00000e+05	1.38846e+02	8.34084e+01
