PZO (001), 28.12.22
Diameter[mm] 7.000e-02  Thickness[mm] 1.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=1.7000e+02  AC Volt  [Vrms]=5.000e-02
 Freq. [Hz]	 Eps'	 Eps''
2.00000e+01	1.25928e+02	8.97736e+01
2.80000e+01	3.74682e+02	1.18794e+02
3.92000e+01	3.63069e+02	9.76881e+01
5.48800e+01	3.53850e+02	8.00702e+01
7.68300e+01	3.47581e+02	6.59397e+01
1.07560e+02	3.37511e+02	5.78017e+01
1.50590e+02	3.27616e+02	4.96246e+01
2.10830e+02	3.20563e+02	4.35931e+01
2.95160e+02	3.13047e+02	4.02187e+01
4.13220e+02	3.06828e+02	3.68510e+01
5.78510e+02	2.99705e+02	3.49384e+01
8.09910e+02	2.93591e+02	3.26520e+01
1.13388e+03	2.87334e+02	3.12875e+01
1.58743e+03	2.81506e+02	3.02599e+01
2.22240e+03	2.75665e+02	2.92351e+01
3.11136e+03	2.70057e+02	2.84083e+01
4.35591e+03	2.64690e+02	2.79989e+01
6.09827e+03	2.59147e+02	2.75048e+01
8.53758e+03	2.54035e+02	2.79487e+01
1.19526e+04	2.48883e+02	2.85516e+01
1.67337e+04	2.43795e+02	2.98364e+01
2.34271e+04	2.38762e+02	3.18861e+01
3.27980e+04	2.33404e+02	3.49525e+01
4.59171e+04	2.27576e+02	3.94334e+01
6.42840e+04	2.20722e+02	4.55089e+01
8.99976e+04	2.12154e+02	5.35137e+01
1.25997e+05	2.00886e+02	6.31319e+01
1.76395e+05	1.85562e+02	7.36208e+01
2.46953e+05	1.65458e+02	8.31010e+01
3.00000e+05	1.41053e+02	8.89201e+01
