PZO (001), 28.12.22
Diameter[mm] 7.000e-02  Thickness[mm] 1.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=3.0000e+02  AC Volt  [Vrms]=5.000e-02
 Freq. [Hz]	 Eps'	 Eps''
2.00000e+01	1.22008e+02	1.49760e+02
2.80000e+01	1.33502e+03	2.03504e+03
3.92000e+01	1.23689e+03	1.50892e+03
5.48800e+01	1.14994e+03	1.17319e+03
7.68300e+01	1.06289e+03	9.22632e+02
1.07560e+02	9.87554e+02	7.41357e+02
1.50590e+02	9.16474e+02	5.97157e+02
2.10830e+02	8.51977e+02	4.86302e+02
2.95160e+02	7.95196e+02	3.98505e+02
4.13220e+02	7.47581e+02	3.28692e+02
5.78510e+02	7.06076e+02	2.72704e+02
8.09910e+02	6.71066e+02	2.28837e+02
1.13388e+03	6.40601e+02	1.95209e+02
1.58743e+03	6.13736e+02	1.69646e+02
2.22240e+03	5.89434e+02	1.49924e+02
3.11136e+03	5.66802e+02	1.35511e+02
4.35591e+03	5.45542e+02	1.24653e+02
6.09827e+03	5.25160e+02	1.18018e+02
8.53758e+03	5.05403e+02	1.13957e+02
1.19526e+04	4.85895e+02	1.12974e+02
1.67337e+04	4.66071e+02	1.14805e+02
2.34271e+04	4.45342e+02	1.19502e+02
3.27980e+04	4.22881e+02	1.27186e+02
4.59171e+04	3.97486e+02	1.37577e+02
6.42840e+04	3.67782e+02	1.50165e+02
8.99976e+04	3.32267e+02	1.63358e+02
1.25997e+05	2.90260e+02	1.74179e+02
1.76395e+05	2.42567e+02	1.79207e+02
2.46953e+05	1.92694e+02	1.75198e+02
3.00000e+05	1.45779e+02	1.61355e+02
